"id","SOC","X","Y","soil","BLD","CRF","OCS","clay"
"P4071",1.85614849187935,22.27059539,41.42500672,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",1.34785421608799,9,68.299619673693,4.22390419809408
"P4073",0.897782028554794,22.23759412,41.44486133,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",1.53812810029475,14.1296036204744,35.5736261260592,3.57160452414541
"P4078",1.64881568592126,22.18841948,41.47298779,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",1.38478528092314,2.01867201246916,67.1149274752472,4.20640648533479
"P4080",2.03559525966133,22.24568741,41.47693806,"Complex of Humic Calcaric Regosol and Regosol",1.31729733013216,29.5725015466384,56.6550673209769,4.0369814330937
"P4083",4.64037122969838,22.25548211,41.48627725,"Complex of Cambisol and Regosol",0.991276764472641,43,78.6581562528175,4.36511132727838
"P4086",1.36251037229161,21.87753606,41.73204561,"Chromic Luvisol on saprolite",1.43949513477446,21.4687540933165,46.2076371070599,3.83314508977389
"P4092",1.5661252900232,21.9356237,41.74476043,"Regosol",1.40032487537109,5,62.5028997446666,4.13521295158076
"P4098",1.56347912126721,22.01890246,41.72701618,"Fluvisol",1.4017141748854,0,65.7465253925285,4.18580682392048
"P4099",1.45011600928074,22.04138403,41.73029924,"Regosol",1.42247510668563,6,58.1696606852301,4.06336392474819
"P4102",1.58239866154781,22.04871682,41.70150016,"Complex of Humic Calcaric Regosol and Regosol",1.39630745324087,10.2805529250842,59.4709404454972,4.08548779737348
"P4103",1.73829042443027,22.0730349,41.68921901,"Complex of Humic Calcaric Regosol and Regosol",1.3687162381586,46.9213797290388,37.8858152814335,3.63457677505237
"P4105",1.07706663347893,22.06938903,41.53194704,"Aric Anthrosol",1.49905371917309,1.00435777829367,47.9509372631265,3.87017834781467
"P4108",0.882205691911979,22.00957839,41.53724208,"Aric Anthrosol",1.54080560330955,1.79846231190625,40.0458252227424,3.69002442894857
"P4110",1.4868131852509,21.98849113,41.56905797,"Regosol",1.41580405838128,2.27550551470588,61.7140778472401,4.12251207096711
"P4113",0.871864511756084,22.01993546,41.51299163,"Complex of Humic Calcaric Regosol and Regosol",1.54422242928202,3.03094418267488,39.166366034062,3.66781836916057
"P4115",0.753778555337777,22.06334354,41.51548889,"Aric Anthrosol",1.57170162013062,0.998901985986328,35.1864250564238,3.56066035641513
"P4116",1.13156778220777,21.97059326,41.50998793,"Complex of Humic Calcaric Regosol and Regosol",1.48682162351359,11.254114282631,44.7928736684963,3.80204905686834
"P4126",1.43642046919309,21.86682933,41.53075293,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",1.42554405506438,17.8194444444444,50.4838602823759,3.92165368683008
"P4130",0.911436254175438,21.8963406,41.58342804,"Complex of Humic Calcaric Regosol and Regosol",1.53542936558181,18.5736779560309,34.1855219476621,3.53180221957338
"P4138",1.50812064965197,21.97567035,41.60230373,"Regosol",1.41131308569493,1,63.2143831075188,4.1465318560754
"P4139",1.31171735409981,21.94513172,41.62232349,"Fluvisol",1.45018092722559,0,57.0668246647908,4.04422294369442
"P4148",1.10208816705336,21.96597016,41.67818416,"Complex of Regosol and Leptosol",1.49333970491607,19,39.9927460417486,3.68869808871194
"P4154",1.28927557847844,21.85128054,41.66535033,"Regosol",1.45443757680911,5.08951745743488,53.3920110157623,3.97766112832759
"P4156",1.2103984654314,21.84825304,41.69176435,"Complex of Chromic Luvisol on saprolite and Regosol",1.47102327949155,27.1553475112707,38.9105026038527,3.66126420399998
"P4158",2.08268166104751,21.84891002,41.63114229,"Complex of Humic Calcaric Regosol and Regosol",1.30292819452096,8.29773026561139,74.6525616322272,4.31284483863057
"P4173",1.96033688886304,22.10991191,41.74500976,"Complex of Humic Calcaric Regosol and Regosol",1.32924383755148,15.9684071168122,65.6899934676479,4.18494660746227
"P4182",1.05379007451125,22.14065618,41.72948265,"Regosol",1.50731855552759,6.38133764832794,44.6110900778871,3.79798248457099
"P4183",0.861890098222854,22.15082584,41.72615776,"Chromic Luvisol on saprolite",1.54653303284365,19.6926138972361,32.1135144905485,3.46927695370183
