ProfID,x,y,soc_0_30,soc_30_60,soc_60_100,clay_0_30,clay_30_60,clay_60_100,ph_0_30,ph_30_60,ph_60_100,ocs_0_30,ocs_30_60,ocs_60_100
P3256,586548.6,4558072,3.63355395407274,1.0081853219652956,0.2780025473506855,0.004314780385777366,0.03063153613757844,0.03843423193121079,5.8,5.8,5.8,95.19917847361884,36.62106115373659,14.53212455633304
P3259,589729.7,4559473,3.8468241266807386,2.1385234377735167,0.9880035700534718,1.4889408914713034,2.470199538910854,2.6149448122441474,5.154991394939966,5.233251489740927,5.357591512745709,98.34339246551365,70.21474622880918,53.39365358080383
P3260,587430.3,4560785.5,3.604949415873512,0.7966047963570979,1.1988013324716351,3.101971202444626,5.45515863006828,4.857735397406651,5.383566309319557,5.503708648658593,5.740639257413854,101.65890047599754,32.02144139261459,63.34083498629626
P3262,589549.4,4561512,3.5257103303627484,1.2033365004665157,0.1925511957054418,0,0,0,5.9,5.900000000000001,5.900000000000001,96.07378241537384,46.758354519025474,11.37121474309383
P3264,554225.3,4566290.4,1.508121,NA,NA,6.7,NA,NA,7,NA,NA,46.43384574099737,NA,NA
P3265,553743.2,4565128.5,1.305104,NA,NA,3.2,NA,NA,6.3,NA,NA,39.85197324769382,NA,NA
P3266,554781.4,4564658.8,1.560325,NA,NA,5,NA,NA,6.6,NA,NA,55.98954247922098,NA,NA
P3267,556746.8,4565598.2,1.015081,NA,NA,3.2,NA,NA,6.4,NA,NA,32.51544069009837,NA,NA
P3268,555659.1,4563484.5,0.8686973544890375,0.4207565987714214,NA,22.86654485887097,34.719682459677415,NA,6.7,6.7,NA,33.55615053189648,19.338136970807046,NA
P3269,557241.2,4562829.4,0.9363011674150178,NA,NA,9.813977676306443,NA,NA,6.600000000000001,NA,NA,41.002696026374366,NA,NA
