ID_SAMPLE,SOIL_TYPE,AGRICULTURAL_TYPE,STATE,MUNICIPALITY,X_COORD,Y_COORD,BRIGADE,pH,ELECTRICAL_CONDUCTIVITY,ORGANIC_MATTER,BULK_DENSITY,P,SAND_PERCENT,SILT_PERCENT,CLAY_PERCENT,TEXTURE,TEXTURE_CLASS,N,K,Ca,Mg,Na,CEC,REL_ABS_Na,ESP
1375,Rendzina,Temporal,HIDALGO,Huejutla de Reyes,21.09102,-98.48915,E1 SLP-Ver,7.8,0.5,5.5,1.3,0,11.5,28,60.5,Arcilla,Arcillosa,0.1,0.2,0,1.2,5.1,5.7,5.9,0.9
1376,Rendzina,Temporal,HIDALGO,Huejutla de Reyes,21.08922,-98.41183,E1 SLP-Ver,8.3,0.2,3.2,1.3,80.5,13.5,34,52.5,Arcilla,Arcillosa,0.1,0.2,0,0.7,7.2,7.3,14,1
1378,Regosol,Temporal,HIDALGO,Huautla,21.0836,-98.17988,Veracruz- Hgo,8.4,0.4,2.3,1.4,0,66,13.3,20.7,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.2,25.2,0.6,0,2.9,0,0
1379,Vertisol,Temporal,VERACRUZ,Chicontepec,21.08165,-98.10257,Veracruz- Hgo,7.3,0.5,3.1,1.3,0,8,23.3,68.7,Arcilla,Arcillosa,0.2,0.9,26.1,11.9,0.3,27.9,0,0
1381,Vertisol,Temporal,VERACRUZ,Chicontepec,21.07762,-97.94796,Veracruz- Hgo,6.5,0.4,3.6,1.3,4,24,17.3,58.7,Arcilla,Arcillosa,0.2,0.4,27.1,1.5,0.3,33.1,0,0
1383,Litosol,Temporal,YUCATAN,Abal,20.63496,-89.69892,Merida,8.2,0.3,10.7,1,0,58.2,17.3,24.5,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.5,2,67.5,7.2,0.1,64.6,0,0
1386,Feozem,Temporal,NAyARIT,Ixtlan del Rio,21.04161,-104.2895,Nayarit,5.3,0.2,1.9,1.4,45.9,32.2,24,43.8,Arcilla,Arcillosa,0,0.9,12.1,6.8,0.3,27.7,0,0
1387,Luvisol,Temporal,ZACATECAS,Moyahua de Estrada,21.05458,-103.1298,L E1,6.8,0.5,1.6,1.4,8.4,40.2,37.3,22.5,Franco,Franco arenosa y franco,0.1,0.2,24,15,0.7,52,0,0
1388,Luvisol,Temporal,JALISCO,Cuquio,21.05514,-103.05248,Guadalajara,4.9,1,3.7,1.1,0,26.2,28,45.8,Arcilla,Arcillosa,0.2,2.1,9.4,7,1.3,17.1,0.2,0.1
1389,Feozem,Temporal,JALISCO,Cuqu!o,21.05565,-102.97516,Guadalajara,6.1,0.1,1,1.5,9.1,50.2,22,27.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.8,20.7,9.4,1.5,23.6,0.1,0.1
1390,Feozem,Temporal,JALISCO,San Miguel el Alto,21.05851,-102.27925,L E1,6.4,0.6,2.4,1.3,50.5,50.9,19.3,29.8,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.6,8.7,3.1,0.5,23.4,0.1,0
1391,Planosol,Temporal,JALISCO,San Julian,21.05871,-102.1246,Guadalajara,6.9,0.6,1.5,1.3,2.1,30.2,22,47.8,Arcilla,Arcillosa,0.1,3,24.3,9.3,1.4,28.5,0.1,0
1393,Vertisol,Temporal,GUANAJUATO,Purisima del Rincon,21.05865,-101.8153,E1 Gto,8.3,0.2,1.3,1.4,2,54.2,12,33.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.2,4.3,3.5,0,16.4,0,0
1394,Feozem,Temporal,GUANAJUATO,Leon,21.05819,-101.58333,E1 Gto,7,0.2,1.6,1.3,4,42.2,26,31.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.8,3.1,3.2,0,15,0,0
1395,Feozem,Temporal,GUANAJUATO,Allende,21.05351,-100.73279,E1 Gto N,7.1,0.2,1.9,1.3,2,41.5,14,44.5,Arcilla,Arcillosa,0.1,1.4,3,2.8,0.3,16.6,0.1,0
1396,Feozem,Temporal,GUANAJUATO,Allende,21.05284,-100.65547,E1 Gto N,7.2,0.2,1.9,1.1,2,19.5,28,52.5,Arcilla,Arcillosa,0.1,1,3.4,1.5,0.1,30.6,0,0
1397,Feozem,Temporal,GUANAJUATO,San Jose Iturbide,21.04981,-100.34621,E1 Gto N,7.1,0.2,1.9,1.3,6,41.5,26,32.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.9,2.5,1.8,0,8.6,0,0
1401,Vertisol,Temporal,VERACRUZ,Chicontepec,21.00909,-98.10467,Veracruz- Hgo,8,0.6,4.4,1.3,0,12,41.3,46.7,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.2,0.4,35.2,1.8,0.1,15.7,0,0
1402,Vertisol,Temporal,VERACRUZ,Chicontepec,21.0071,-98.02741,Veracruz- Hgo,8.1,0.6,3.6,1.3,0,12,33.3,54.7,Arcilla,Arcillosa,0.2,1.2,35.5,1.9,0.1,19.5,0,0
1403,Vertisol,Temporal,VERACRUZ,Chicontepec,21.00507,-97.95014,Veracruz- Hgo,6.4,0.3,3.8,1.2,31.4,42,23.3,34.7,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.9,20.1,2.5,0.1,22.9,0,0
1405,Vertisol,Temporal,VERACRUZ,Temapache,20.99875,-97.71836,Veracruz- Hgo,8.4,0.6,4.1,1.3,0,14,23.3,62.7,Arcilla,Arcillosa,0.2,0.2,51.3,1.3,0.1,25.7,0,0
1406,Vertisol,Temporal,VERACRUZ,Temapache,20.99656,-97.64111,Veracruz- Hgo,8.3,0.6,5.4,1.1,0,12,27.3,60.7,Arcilla,Arcillosa,0.2,0.6,48.8,1.4,0.2,30.1,0,0
1407,Feozem,Temporal,VERACRUZ,Tuxpam,20.99434,-97.56386,Veracruz- Hgo,7.6,0.4,4.1,1.3,0,36,17.3,46.7,Arcilla,Arcillosa,0.2,0.5,37.7,0.9,0.2,32.3,0,0
1408,Cambisol,Temporal,YUCATAN,Opichen,20.58113,-89.93583,Merida,7.1,0.2,3.5,1.2,0,22.2,11.3,66.5,Arcilla,Arcillosa,0.1,2.9,32.7,9.7,0.1,60.8,0,0
1409,Feozem,Temporal,JALISCO,Hostotipaquillo,20.97233,-104.05647,Guadalajara,4,0.4,2.3,1.1,20.1,16.2,24,59.8,Arcilla,Arcillosa,0.1,1.3,4.8,2.4,0.9,32.8,0.2,0
1410,Feozem,Temporal,JALISCO,Hostotipaquillo,20.97335,-103.97921,Guadalajara,4.2,0.6,2.6,1.2,40.3,32.2,34,33.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.7,3,1,0.3,17.9,0.1,0
1411,Feozem,Temporal,JALISCO,Ixtlahuacan del Rio,20.98141,-103.20647,Guadalajara,3.6,0.9,1.2,1.2,80.5,18.2,64,17.8,Migajon Limoso,Franco limoso y Franco arcillo limoso,0.1,0.5,7.5,2.8,1.1,26,0.2,0
1412,Regosol,Temporal,JALISCO,Ixtlahuacan del Rio,20.982,-103.12919,L E1,5.9,0.6,7.3,1,3,26.2,44,29.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.3,1.4,3.9,2.2,1.3,31.4,0.4,0
1413,Luvisol,Temporal,JALISCO,Cuquio,20.98256,-103.05191,Guadalajara,4.2,0.8,5.1,1.1,50.3,34.2,48,17.8,Franco,Franco arenosa y franco,0.2,1,5.9,2.7,0.6,16.6,0.1,0
1415,Feozem,Temporal,JALISCO,San Julian,20.98605,-102.20182,Guadalajara,6.4,0.2,2.9,1.4,442.9,34.2,26,39.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,3.2,13,8.3,0.6,33.1,0.1,0
1416,Vertisol,Temporal,GUANAJUATO,Purisima del Rincon,20.98614,-101.89269,E1 Gto,7.8,0.7,4.2,1.5,14.1,50.2,20,29.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,2.4,4.2,2.6,0.9,25.4,0.3,0
1417,Casta?ozem,Temporal,GUANAJUATO,Silao,20.98538,-101.50627,E1 Gto,7.6,0.2,6,1.5,0,54.2,10,35.8,Arcilla Arenosa,Arcillo arenosa y Arcillo limosa,0.3,1,3.2,2.5,0.6,15.8,0.2,0
1418,Feozem,Temporal,GUANAJUATO,Silao,20.98511,-101.42899,E1 Gto,7.8,0.3,1.6,1.3,6,36.2,22,41.8,Arcilla,Arcillosa,0.1,0.6,5.2,3,0,27.8,0,0
1419,Feozem,Temporal,GUANAJUATO,Allende,20.97957,-100.57892,E1 Gto N,8,0.3,1.3,1.2,0,29.5,38,32.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.7,4.5,3.7,0.2,26.4,0.1,0
1423,Feozem,Temporal,VERACRUZ,Chicontepec,20.93849,-98.184,Veracruz- Hgo,7,0.5,4.9,1.3,0,48,23.3,28.7,Migajon Arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,0.8,14.6,1.1,0.1,13.3,0,0
1424,Feozem,Temporal,VERACRUZ,Chicontepec,20.93654,-98.10677,Veracruz- Hgo,8.1,0.6,4.6,1.3,2,34,35.3,30.7,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.7,26.4,1.5,0.1,14.3,0,0
1426,Vertisol,Temporal,VERACRUZ,Temapache,20.93045,-97.8751,Veracruz- Hgo,7.9,0.4,4.1,1.3,2,24,23.3,52.7,Arcilla,Arcillosa,0.1,0.7,24.7,9.7,0.8,25.9,0,0
1427,Regosol,Temporal,VERACRUZ,Temapache,20.92835,-97.79789,Veracruz- Hgo,7.1,0.4,4.4,1.3,1,8,27.3,64.7,Arcilla,Arcillosa,0.2,0.9,26.7,6.4,0.4,25.5,0,0
1428,Feozem,Temporal,VERACRUZ,Temapache,20.9262,-97.72067,Veracruz- Hgo,8.3,0.4,3.6,1.4,2.9,22,41.3,36.7,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.6,27.4,1,0.1,13.7,0,0
1429,Vertisol,Temporal,VERACRUZ,Tuxpam,20.91723,-97.41183,Veracruz- Hgo,7.2,0.7,3.6,1.3,7.8,18,27.3,54.7,Arcilla,Arcillosa,0.2,0.9,25.9,5.9,0.2,18.1,0,0
1430,Rendzina,Temporal,YUCATAN,Opichen,20.50272,-89.86556,Merida,7.2,0.1,2.9,1.3,4,22.2,11.3,66.5,Arcilla,Arcillosa,0.1,3.3,27.6,6.6,0,44.9,0,0
1432,Feozem,Temporal,JALISCO,San Juanito de Escobedo,20.89976,-104.05537,Guadalajara,5.5,0.2,0.4,1,0,8.8,48,43.2,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0,0.6,3.9,1.7,0.8,19.1,0.3,0
1433,Feozem,Temporal,JALISCO,Magdalena,20.90078,-103.97814,Guadalajara,5.4,0.3,4.6,1.4,10.1,22.2,46,31.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.6,7.9,2.6,0.6,17.6,0.1,0
1434,Regosol,Temporal,JALISCO,Tequila,20.90176,-103.90091,Guadalajara,6.3,0.2,2.3,1.2,1,10.2,22,67.8,Arcilla,Arcillosa,0.1,1,9.4,5.4,1.7,29.1,0.2,0.1
1435,Litosol,Temporal,JALISCO,Tequila,20.9027,-103.82368,Guadalajara,5,1.4,3.7,1.1,58.4,44.2,20,35.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.8,13.4,4,1,35.3,0.1,0
1436,Litosol,Temporal,JALISCO,Amatitan,20.90361,-103.74645,Guadalajara,7.6,0.4,1.5,1.3,6.4,20.2,16,63.8,Arcilla,Arcillosa,0.1,1.1,29.8,19.8,2.8,51.5,0.1,0.1
1439,Regosol,Temporal,JALISCO,Cuqu!o,20.90943,-103.12859,L E1,6.3,0.5,5.8,0.8,101,24.2,43.3,32.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.3,1.4,13.1,3.7,0.5,29.6,0,0
1440,Luvisol,Temporal,JALISCO,Cuqu!o,20.90998,-103.05135,Guadalajara,5.3,0.2,3.5,1.1,20.1,22.2,34,43.8,Arcilla,Arcillosa,0.2,1.5,11.3,5.5,0.9,35,0.1,0
1443,Feozem,Temporal,JALISCO,San Miguel el Alto,20.91318,-102.35619,Guadalajara,4.6,1,4.3,1.1,56.4,34.2,34,31.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.5,7.5,4.2,0.5,24.6,0.1,0
1444,Feozem,Temporal,JALISCO,San Miguel el Alto,20.91334,-102.27895,Guadalajara,6.4,1.4,4.6,1,90.6,68.2,12,19.8,Migajon Arenoso,Franco arenosa y franco,0.2,4.2,15.7,6.6,0.7,26.4,0.1,0
1445,Feozem,Temporal,JALISCO,San Julian,20.91355,-102.12447,Guadalajara,6.3,0.5,1,1.2,8.1,26.2,30,43.8,Arcilla,Arcillosa,0.1,1.9,18.2,8.3,0.9,35.2,0.1,0
1446,Vertisol,Temporal,GUANAJUATO,San Francisco del Rincon,20.91349,-101.8155,E1 Gto,8.4,0.3,5,1.3,0,32.2,26,41.8,Arcilla,Arcillosa,0.2,1.6,5,3.1,0.4,28.6,0.1,0
1447,Casta?ozem,Temporal,GUANAJUATO,Romita,20.91303,-101.58378,E1 Gto,8.1,0.5,4.2,1.3,4,38.2,26,35.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.1,6.5,1.9,0,26.6,0,0
1448,Feozem,Temporal,GUANAJUATO,Romita,20.9128,-101.50654,E1 Gto,8.6,0.5,1.6,1.3,5,30.2,24,45.8,Arcilla,Arcillosa,0.1,0.8,6.4,2,1.6,28.8,0.3,0.1
1449,Feozem,Temporal,GUANAJUATO,Allende,20.90897,-100.81139,E1 Gto N,8.1,1.8,4.8,1.1,8.1,47.5,20,32.5,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,1.9,6.1,1.5,1.2,27.4,0.3,0
1450,Vertisol,Temporal,GUANAJUATO,Allende,20.90699,-100.57969,E1 Gto N,8.1,0.4,1.9,1.3,2,17.5,44,38.5,Migajon Arcillo Limoso,Franco limoso y Franco arcillo limoso,0.1,0.5,3.6,0.9,0,12.8,0,0
1453,Feozem,Temporal,VERACRUZ,Temapache,20.85791,-97.87732,Veracruz- Hgo,8.3,0.4,5.2,1.3,2,16,39.3,44.7,Arcilla,Arcillosa,0.2,0.6,26.6,1.2,0.1,13.5,0,0
1454,Fluvisol,Temporal,VERACRUZ,Temapache,20.8558,-97.80015,Veracruz- Hgo,8.4,0.3,3.8,1.5,2,32,25.3,42.7,Arcilla,Arcillosa,0.2,0.5,28.6,0.9,0.1,15.9,0,0
1455,Regosol,Temporal,VERACRUZ,Temapache,20.85366,-97.72297,Veracruz- Hgo,8.3,0.5,4.6,1.6,2.9,16,33.3,50.7,Arcilla,Arcillosa,0.2,0.7,34.4,1.2,0.1,14.9,0,0
1456,Regosol,Temporal,VERACRUZ,Temapache,20.85147,-97.6458,Veracruz- Hgo,8.5,0.4,3.6,1.6,5.9,34,37.3,28.7,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.3,26.3,0.6,0.1,8.9,0,0
1458,Vertisol,Temporal,VERACRUZ,Tihuatlan,20.84699,-97.49147,Veracruz- Hgo,8.3,0.4,4.6,1.6,6.9,38,29.3,32.7,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.7,23.3,0.8,0.1,11.9,0,0
1459,Regosol,Temporal,VERACRUZ,Tuxpam,20.84469,-97.4143,Veracruz- Hgo,7.3,0.4,6,1.6,3.9,34,21.3,44.7,Arcilla,Arcillosa,0.3,0.3,25,1,0.2,19.1,0,0
1460,Vertisol,Temporal,VERACRUZ,Tuxpam,20.84235,-97.33714,Veracruz- Hgo,8.1,0.6,7.9,1.4,2.9,26,33.3,40.7,Arcilla,Arcillosa,0.4,0.4,42.5,1.7,0.2,25.9,0,0
1464,Cambisol,Temporal,NAyARIT,Amatlan de Cañas,20.82151,-104.44016,Nayarit,5.3,0.1,2.1,1.5,28.9,58.2,16,25.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,3.6,2.3,0.1,12.7,0,0
1465,Feozem,Temporal,JALISCO,San Juanito de Escobedo,20.82719,-104.05426,Guadalajara,4.8,0.4,6.1,1.1,50.3,22.8,28,49.2,Arcilla,Arcillosa,0.3,0.9,6.6,2.6,1.1,26.5,0.2,0
1466,Feozem,Temporal,JALISCO,San Juanito de Escobedo,20.82821,-103.97707,Guadalajara,5.3,0.8,8.2,1.1,20.1,16.8,34,49.2,Arcilla,Arcillosa,0.3,1.3,13.6,3.2,1.3,30.9,0.1,0
1467,Luvisol,Temporal,JALISCO,Amatitan,20.83104,-103.74551,Guadalajara,5.4,0.8,2.6,1.4,14.1,50.2,30,19.8,Franco,Franco arenosa y franco,0.1,0.7,3.4,1.8,0.5,12.4,0.2,0
1468,Luvisol,Temporal,JALISCO,Amatitan,20.8319,-103.66832,Guadalajara,6.2,0.7,2.3,1.1,11.1,26.2,20,53.8,Arcilla,Arcillosa,0.2,1.6,14.6,5.2,1,35.6,0.1,0
1469,Regosol,Temporal,JALISCO,Zapopan,20.83426,-103.43675,Guadalajara,5.5,1.8,3.2,1.2,442.9,58.2,20,21.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,2.7,6.5,1.9,0.2,14.1,0,0
1470,Regosol,Temporal,JALISCO,Ixtlahuacan del Rio,20.83563,-103.28237,Guadalajara,5.7,0.4,2.1,1.4,13.1,54.2,26,19.8,Migajon Arenoso,Franco arenosa y franco,0.1,0.6,2,0.5,0.2,16.5,0.2,0
1471,Luvisol,Temporal,JALISCO,Ixtlahuacan del Rio,20.83685,-103.12798,Guadalajara,4.7,1.4,5.4,1.4,10.1,44.2,28,27.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.4,8.9,4.4,0.7,28.6,0.1,0
1472,Regosol,Temporal,JALISCO,Cuquio,20.83741,-103.05078,Guadalajara,4.6,1.9,2.9,1.2,80.5,54.2,22,23.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.8,6,1.3,0.4,18.7,0.1,0
1475,Luvisol,Temporal,JALISCO,Tepatitlan de Morelos,20.83883,-102.81919,Guadalajara,5.8,0.3,5.1,1.2,1.5,26.2,28,45.8,Arcilla,Arcillosa,0.2,0.9,8.8,5.7,0.7,28.7,0.1,0
1476,Luvisol,Temporal,JALISCO,Tepatitlan de Morelos,20.83922,-102.74199,Guadalajara,5.5,0.4,4,1.1,25.2,22.2,34,43.8,Arcilla,Arcillosa,0.2,1.6,10.9,5.4,1,31.2,0.1,0
1477,Luvisol,Temporal,JALISCO,Tepatitlan de Morelos,20.83958,-102.6648,Guadalajara,6.3,0.8,7.9,1,13.1,28.2,36,35.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.3,2.2,17.6,12.7,2.9,50.5,0.2,0.1
1478,Luvisol,Temporal,JALISCO,Tepatitlan de Morelos,20.83989,-102.5876,Guadalajara,6.9,0.4,2.3,1.4,60.4,32.2,26,41.8,Arcilla,Arcillosa,0.1,3.6,19.1,9.7,0.6,40.8,0,0
1480,Planosol,Temporal,JALISCO,Arandas,20.84061,-102.356,Guadalajara,5.6,0.2,3.2,1.3,1,16.2,16,67.8,Arcilla,Arcillosa,0.2,0.8,34.9,29.5,4.1,80.4,0.1,0.1
1481,Feozem,Temporal,JALISCO,Arandas,20.84097,-102.1244,Guadalajara,3.7,0.8,3.5,1.2,11.1,40.2,30,29.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.3,4.3,1,0.8,21,0.3,0
1482,Planosol,Temporal,GUANAJUATO,Purisima del Rincon,20.84102,-102.0472,E1 Gto,6.4,0.2,2.7,1.4,0,34.2,22,43.8,Arcilla,Arcillosa,0.2,0.9,3.2,3.5,0.2,16.1,0.1,0
1483,Planosol,Temporal,GUANAJUATO,Purisima del Rincon,20.84102,-101.97,E1 Gto,5.7,0.4,2.7,1.4,32.8,36.2,32,31.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,2.3,2.8,2.6,0.3,8.8,0.1,0
1484,Vertisol,Temporal,GUANAJUATO,San Francisco del Rincon,20.84091,-101.8156,E1 Gto,5.6,0.3,1,1.8,13.9,76.2,12,11.8,Migajon Arenoso,Franco arenosa y franco,0.1,0.4,2.7,1.8,0,5.4,0,0
1485,Vertisol,Temporal,GUANAJUATO,San Francisco del Rincon,20.8408,-101.7384,E1 Gto,8,0.4,1.6,1.4,2,40.2,20,39.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.4,4.6,2.1,0,20,0,0
1486,Vertisol,Temporal,GUANAJUATO,Romita,20.84065,-101.6612,E1 Gto,6.5,0.2,1.6,1.3,10.9,28.2,26,45.8,Arcilla,Arcillosa,0.1,1.1,3.7,2.9,0.2,19.8,0.1,0
1487,Feozem,Temporal,GUANAJUATO,Allende,20.8364,-100.81203,E1 Gto N,6.7,1.2,2.4,1.1,3,21.5,24,54.5,Arcilla,Arcillosa,0.1,0.5,4.4,2.5,0,26.6,0,0
1488,Litosol,Temporal,GUANAJUATO,Allende,20.83512,-100.65764,E1 Gto N,6.3,0.2,2.2,1.2,1,37.5,22,40.5,Arcilla,Arcillosa,0.1,0.2,2.8,2.7,0.2,16,0.1,0
1492,Feozem,Temporal,VERACRUZ,Ixhuatl n de Madero,20.78743,-97.95668,Veracruz- Hgo,7.6,0.5,7.9,1.4,3.9,12,29.3,58.7,Arcilla,Arcillosa,0.4,0.5,28.8,1.9,0.2,31.5,0,0
1494,Regosol,Temporal,PUEBLA,Francisco Z. Mena,20.78326,-97.80241,Veracruz- Hgo,8,0.8,5.2,1.4,4.9,18,43.3,38.7,Migajon Arcillo Limoso,Franco limoso y Franco arcillo limoso,0.3,0.7,22,2.4,0.1,16.1,0,0
1495,Regosol,Temporal,VERACRUZ,Castillo de Teayo,20.77893,-97.64814,Veracruz- Hgo,8.2,0.5,3.6,1.4,4.9,6,45.3,48.7,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.2,0.5,38.4,1.2,0.1,15.5,0,0
1496,Regosol,Temporal,VERACRUZ,Tihuatlan,20.77671,-97.57102,Veracruz- Hgo,8.3,0.4,4.1,1.3,2.9,10,43.3,46.7,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.2,0.5,24.8,0.8,0.1,11.5,0,0
1497,Cambisol,Temporal,NAyARIT,Amatlan de Caqas,20.75016,-104.36171,Nayarit,7,0.5,5.9,1.1,99.7,36.2,24,39.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,2.1,19.3,10.4,0.1,28.3,0,0
1499,Regosol,Temporal,JALISCO,San Marcos,20.75247,-104.20744,Guadalajara,4.2,1.2,2,1.3,4,30.8,36,33.2,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,11.7,6.9,0.8,26.1,0.1,0
1500,Feozem,Temporal,JALISCO,San Juanito de Escobedo,20.75565,-103.97601,Guadalajara,4.7,0.9,3.5,1.1,1,14.8,40,45.2,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.2,0.7,5.4,3.2,0.5,22.9,0.1,0
1501,Feozem,Temporal,JALISCO,El Arenal,20.75934,-103.66743,Guadalajara,6.1,0.2,1.7,1.4,23.2,50.8,16,33.2,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.8,4.3,1.1,0.4,12.3,0.1,0
1502,Regosol,Temporal,JALISCO,Zapopan,20.76095,-103.51313,Guadalajara,5.9,1,1.8,1.3,80.5,40.2,30,29.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.5,8.9,0.6,0.3,18.6,0,0
1503,Regosol,Temporal,JALISCO,Ixtlahuacan del Rio,20.76307,-103.28168,Guadalajara,5.5,0.8,2.3,1.3,463.1,56.2,24,19.8,Migajon Arenoso,Franco arenosa y franco,0.1,1,3.3,1.4,0.3,11.8,0.1,0
1504,Regosol,Temporal,JALISCO,Ixtlahuacan del Rio,20.7637,-103.20452,Guadalajara,5.6,0.1,0.4,1.3,52.3,58.2,22,19.8,Migajon Arenoso,Franco arenosa y franco,0,0.5,1.3,0.2,0.2,12.7,0.2,0
1506,Luvisol,Temporal,JALISCO,Acatic,20.76535,-102.97306,L E1,5.2,1,3.7,1.1,54.5,75.5,16,8.5,Migajon Arenoso,Franco arenosa y franco,0.2,1.1,5.9,3.7,0.5,23.6,0.1,0
1507,Luvisol,Temporal,JALISCO,Acatic,20.76582,-102.89591,L E1,5.3,1.8,4.9,1.2,444.4,26.8,34,39.2,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,1.7,6.4,4.4,0.3,26.1,0.1,0
1508,Luvisol,Temporal,JALISCO,Acatic,20.76625,-102.81875,L E1,6.9,0.8,3.9,1.3,454.5,24.2,32,43.8,Arcilla,Arcillosa,0.1,2,15.6,3.4,0.2,21,0,0
1509,Luvisol,Temporal,JALISCO,Tepatitlan de Morelos,20.76665,-102.7416,L E1,5,0.6,3.4,1.1,80.8,12.9,19.3,67.8,Arcilla,Arcillosa,0.1,0.5,5.5,1.8,0.4,26.1,0.1,0
1510,Luvisol,Temporal,JALISCO,Arandas,20.7676,-102.51012,Guadalajara,5.3,0.3,1,1.3,0,14.2,14,71.8,Arcilla,Arcillosa,0.1,1.3,9.3,9.9,1.1,36.6,0.1,0
1511,Planosol,Temporal,JALISCO,Arandas,20.7682,-102.27865,Guadalajara,4.4,1.4,10.5,1,261.7,34.2,30,35.8,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.6,0.8,9.3,2.5,0.7,29.9,0.1,0
1512,Planosol,Temporal,GUANAJUATO,Manuel Doblado,20.76845,-101.97002,E1 Gto,5.3,1.3,2.7,1.3,27.8,22.2,46,31.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.1,2.8,1.8,0,6.4,0,0
1513,Planosol,Temporal,GUANAJUATO,Manuel Doblado,20.76834,-101.8157,E1 Gto,6.1,0.9,2.2,1.5,6,48.2,26,25.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.7,2.9,2.1,0,8,0,0
1514,Vertisol,Temporal,GUANAJUATO,Romita,20.76789,-101.58423,E1 Gto,6.5,0.2,1.9,1.3,4,20.2,20,59.8,Arcilla,Arcillosa,0.1,1,4.1,2.2,0,30,0,0
1515,Vertisol,Temporal,GUANAJUATO,Irapuato,20.76708,-101.35276,E1 Gto,8.2,0.5,1.3,1.7,2,66.2,22,11.8,Migajon Arenoso,Franco arenosa y franco,0.1,0.5,3.5,1.2,0,7,0,0
1517,Feozem,Temporal,GUANAJUATO,Comonfort,20.76441,-100.88982,E1 Gto N,8.1,0.4,1.6,1,0,37.5,18,44.5,Arcilla,Arcillosa,0.1,0.8,7,3.9,0,34.4,0,0
1518,Feozem,Temporal,GUANAJUATO,Comonfort,20.76383,-100.81267,E1 Gto N,8,0.3,1.6,1.3,0,49.5,22,28.5,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,1.1,3.5,1.4,0,16.2,0,0
1519,Vertisol,Temporal,GUANAJUATO,Comonfort,20.76255,-100.65837,E1 Gto N,7.7,0.4,2.4,1.2,0,41.5,24,34.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.3,3.4,3.5,0.1,20.6,0,0
