ID_SAMPLE,SOIL_TYPE,AGRICULTURAL_TYPE,STATE,MUNICIPALITY,X_COORD,Y_COORD,BRIGADE,pH,ELECTRICAL_CONDUCTIVITY,ORGANIC_MATTER,BULK_DENSITY,P,SAND_PERCENT,SILT_PERCENT,CLAY_PERCENT,TEXTURE,TEXTURE_CLASS,N,K,Ca,Mg,Na,CEC,REL_ABS_Na,ESP
3166,Regosol,Temporal,CHIAPAS,La Concordia,16.13933,-92.78993,Tuxtla,5,0.1,2.4,1.7,6.2,78.9,11.3,9.8,Migajon Arenoso,Franco arenosa y franco,0.1,0.1,0.2,0.1,0.3,8,1.7,0
3170,Litosol,Temporal,CHIAPAS,Socoltenango,16.11573,-92.4178,Tuxtla,7.4,0.3,5.5,1.3,8.2,26.9,17.3,55.8,Arcilla,Arcillosa,0.3,0.8,23,1.9,0.2,38,0,0
3171,Litosol,Temporal,CHIAPAS,Socoltenango,16.1109,-92.34339,Tuxtla,7.3,0.3,4.6,1.3,4.1,33.5,36,30.5,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.2,24.6,2.5,0.6,9.1,0,0.1
3172,Litosol,Temporal,CHIAPAS,La Trinitaria,16.07603,-91.82267,Tuxtla,7.4,0.3,4.1,1.1,3.1,17.5,16,66.5,Arcilla,Arcillosa,0.2,0,42.5,2.5,0.4,20.9,0,0
3175,Cambisol,Temporal,CHIAPAS,La Concordia,16.07656,-92.94352,Tuxtla,4.3,0.7,4.9,1.3,0,60.8,22.7,16.5,Migajon arenoso,Franco arenosa y franco,0.2,0,2.6,0.9,0.4,3.6,0.2,0.1
3176,Litosol,Temporal,CHIAPAS,Tzimol,16.03411,-92.27404,Tuxtla,6.9,0.3,6.6,1.3,10.3,18.9,23.3,57.8,Arcilla,Arcillosa,0.2,1,29.6,11.1,0.3,49.2,0,0
3177,Luvisol,Temporal,CHIAPAS,La Trinitaria,16.01427,-91.97663,Tuxtla,8,0.3,2.9,1.4,12.3,28.9,25.3,45.8,Arcilla,Arcillosa,0.1,0.4,50.6,2.1,0.5,25.8,0,0
3178,Vertisol,Temporal,CHIAPAS,La Trinitaria,16.00413,-91.82795,Tuxtla,8.1,0.3,3.6,1.2,4.1,33.5,12,54.5,Arcilla,Arcillosa,0.1,0.5,62.7,2.5,0.7,28.6,0,0
3180,Cambisol,Temporal,OAXACA,Santiago Jamiltepec,16.22121,-97.7908,Acapulco,5.8,0.2,3.2,1.6,49.7,77.5,10,12.5,Migajon Arenoso,Franco arenosa y franco,0.1,0.2,2.3,2.5,0,1.8,0,0
3185,Acrisol,Temporal,CHIAPAS,Villa Corzo,16.00915,-93.02259,Tuxtla,4.2,0.1,3.7,1.6,51.4,54.9,27.3,17.8,Migajon Arenoso,Franco arenosa y franco,0.1,0.2,1.8,0.5,0.5,12.7,0.4,0
3187,Luvisol,Temporal,CHIAPAS,La Trinitaria,15.93732,-91.90753,Tuxtla,7.7,0.3,3.3,1.3,2.1,25.5,28,46.5,Arcilla,Arcillosa,0.2,0.9,50.2,2.1,0.5,9.8,0,0.1
3188,Vertisol,Temporal,CHIAPAS,La Trinitaria,15.93224,-91.83323,Tuxtla,7.5,0.8,4.6,1.3,8.2,14.9,23.3,61.8,Arcilla,Arcillosa,0.1,0.1,52.4,9.6,0.5,29.3,0,0
3189,Regosol,Temporal,OAXACA,Villa de Tututepec de Melcho,16.14263,-97.5693,Acapulco,6.8,0.6,5.8,1.4,31.8,59.5,22,18.5,Migajon Arenoso,Franco arenosa y franco,0.1,0.7,3.2,2.9,0,10.2,0,0
3190,Luvisol,Temporal,CHIAPAS,Chicomuselo,15.89516,-92.35842,Tuxtla,5.2,0.5,4.7,1.3,18.5,18.9,27.3,53.8,Arcilla,Arcillosa,0.2,0.3,8.9,2.3,0.4,24.9,0.1,0
3191,Regosol,Temporal,CHIAPAS,La Trinitaria,15.87549,-92.06129,Tuxtla,6.9,0.2,3.6,1.3,1,33.5,34,32.5,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.3,15.7,2.1,0.4,23.4,0,0
3194,Luvisol,Temporal,CHIAPAS,Chicomuselo,15.81841,-92.28917,Tuxtla,5.6,0.1,3.7,1.2,0,21.5,50,28.5,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0,6.7,2.2,0.5,11.9,0.1,0
3195,Litosol,Temporal,CHIAPAS,Frontera Comalapa,15.79357,-91.91799,Tuxtla,7.2,1.8,4.5,1.3,26.7,8.9,31.3,59.8,Arcilla,Arcillosa,0.2,0.6,26.5,7.1,0.5,28.9,0,0
3196,Feozem,Temporal,OAXACA,Villa de Tututepec de Melcho,15.994,-97.42495,Acapulco,6.5,0.1,1.7,1.7,65.6,61.5,24,14.5,Migajon Arenoso,Franco arenosa y franco,0.1,0.2,2.3,2.5,0.2,3.4,0.1,0.1
3197,Feozem,Temporal,OAXACA,Candelaria Loxicha,15.96372,-96.53143,Acapulco,6.4,0.3,8.6,1.3,39.7,67.5,20,12.5,Migajon Arenoso,Franco arenosa y franco,0.2,0.4,3.7,3.2,0.1,11.6,0,0
3201,Rendzina,Temporal,CHIAPAS,Frontera Comalapa,15.72675,-91.9974,Tapachula,6.4,0.3,5.6,1.1,0,17.5,35.3,47.2,Arcilla,Arcillosa,0.2,0.2,20.4,3.5,0.6,18,0,0
3202,Regosol,Temporal,OAXACA,San Pedro Mixtepec - Distr.,15.91248,-97.1296,Acapulco,6.1,0.1,1.5,1.5,42.7,71.5,20,8.5,Migajon Arenoso,Franco arenosa y franco,0.1,0.5,2.5,2.6,0,6,0,0
3206,Luvisol,Temporal,CHIAPAS,Chicomuselo,15.67951,-92.3734,Tapachula,5.4,0.1,8.7,1.1,10.3,28.9,39.3,31.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.4,0.1,7.2,1.7,1.1,51.5,0.2,0
3207,Luvisol,Temporal,CHIAPAS,Bella Vista,15.67467,-92.29923,Tapachula,6.2,0.3,8.4,1.1,8.2,22.9,48,29.1,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.4,0.3,22,6.2,0.6,36.1,0,0
3208,Feozem,Temporal,CHIAPAS,Frontera Comalapa,15.66485,-92.15089,Tapachula,7,0.3,4.4,1.1,4.1,21.5,33.3,45.2,Arcilla,Arcillosa,0.3,0.3,25.7,5.5,0.2,37.9,0,0
3209,Litosol,Temporal,CHIAPAS,Frontera Comalapa,15.65989,-92.07673,Tapachula,7.4,0.5,5.5,1.2,2.1,13.5,37.3,49.2,Arcilla,Arcillosa,0.3,0.3,22.2,6.2,0.2,37.2,0,0
3210,Rendzina,Temporal,CHIAPAS,Frontera Comalapa,15.6549,-92.00258,Tapachula,5.5,0.1,5.3,1.3,8.2,16.9,50,33.1,Migajon Arcillo Limoso,Franco limoso y Franco arcillo limoso,0.2,0.2,3.9,1.7,0.4,11.4,0.1,0
3213,Regosol,Temporal,OAXACA,San Pedro Pochutla,15.81695,-96.46274,Acapulco,6.4,0.3,2.6,1.4,19.9,59.5,20,20.5,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0.6,3.1,2.9,0.1,5.2,0,0
3214,Luvisol,Temporal,CHIAPAS,Bella Vista,15.59793,-92.23012,Tapachula,7,0.6,6.6,1,2.1,25.5,43.3,31.2,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.4,0.4,20.4,5.6,0.5,36.9,0,0
3215,Cambisol,Temporal,OAXACA,Santa Maria Tonameca,15.75578,-96.76294,Acapulco,6.5,0.4,5.9,1.3,23.8,67.5,20,12.5,Migajon Arenoso,Franco arenosa y franco,0.1,1,3.1,3.1,0.1,9.6,0,0
3216,Cambisol,Temporal,OAXACA,Santa Maria Tonameca,15.75313,-96.6886,Acapulco,6.8,0.2,4.7,1.3,69.5,57.5,26,16.5,Migajon Arenoso,Franco arenosa y franco,0.1,1.1,3.2,3.1,0.1,10.6,0,0
3217,Luvisol,Temporal,CHIAPAS,Siltepec,15.53097,-92.30927,Tapachula,7.2,0.6,11.7,1,18.5,36.9,34,29.1,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.7,0.3,30.8,3,0.3,24.7,0,0
3218,Acrisol,Temporal,CHIAPAS,El Porvenir,15.45914,-92.31428,Tapachula,4.4,0.3,13.8,1,0,47.5,33.3,19.2,Franco,Franco arenosa y franco,0.5,0.1,0.5,0,0,50.9,0.1,0
3219,Acrisol,Temporal,CHIAPAS,El Porvenir,15.45426,-92.24022,Tapachula,4.5,0.4,32.2,0.8,16.4,48.9,35.3,15.8,Franco,Franco arenosa y franco,0.6,0.1,0.5,0.2,0.1,38.8,0.4,0
3221,Acrisol,Temporal,CHIAPAS,Escuintla,15.32514,-92.47226,Tapachula,5.4,0.2,4.2,1.3,4.1,50.9,21.3,27.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,0.1,3.4,1.2,1,20.4,0.4,0
3222,Acrisol,Temporal,CHIAPAS,Motozintla,15.32034,-92.39827,Tapachula,5.5,0.2,5.5,1.3,6.2,50.9,27.3,21.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.2,0.1,8.9,2,1.1,15.2,0.2,0.1
3223,Acrisol,Temporal,CHIAPAS,Motozintla,15.31064,-92.25031,Tapachula,5.4,0.2,1.5,1.1,0,35.5,39.3,25.2,Franco,Franco arenosa y franco,0.2,0.2,4.7,2.7,1.2,30.5,0.3,0
3224,Acrisol,Temporal,CHIAPAS,Huixtla,15.25334,-92.47718,Tapachula,5.4,0.5,6.6,1,0,45.5,41.3,13.2,Franco,Franco arenosa y franco,0.5,0.2,10.4,2.2,1.6,50.3,0.2,0
3226,Solonchak,Temporal,CHIAPAS,Acapetahua,15.19569,-92.70387,Tapachula,6.4,0.3,1.5,1.1,1,47.5,35.3,17.2,Franco,Franco arenosa y franco,0.1,0,11.4,2.1,0.4,16.9,0,0
3227,Cambisol,Temporal,CHIAPAS,Villa Comaltitlan,15.19101,-92.62994,Tapachula,6,0.1,2.7,1.1,0,19.5,63.3,17.2,Migajon Limoso,Franco limoso y Franco arcillo limoso,0.2,0,10.9,2.3,0.9,24.6,0.1,0
3228,Acrisol,Temporal,CHIAPAS,Huixtla,15.18155,-92.48209,Tapachula,5.9,0.3,6.1,1.2,10.3,32.9,29.3,37.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.4,0.2,10.3,2.4,2.6,29.8,0.3,0.1
3229,Acrisol,Temporal,CHIAPAS,Tuzantan,15.17676,-92.40818,Tapachula,6,0.6,4.1,1.3,0,75.5,13.3,11.2,Migajon arenoso,Franco arenosa y franco,0.2,0,4.6,1,0.3,13.3,0.1,0
3230,Acrisol,Temporal,CHIAPAS,Tapachula,15.17193,-92.33427,Tapachula,4.2,0.1,3.9,1.1,8.2,22.9,33.3,43.8,Arcilla,Arcillosa,0.2,0.2,0.3,0.6,3.6,21.4,8.1,0.2
3231,Cambisol,Temporal,CHIAPAS,Huixtla,15.11452,-92.56089,Tapachula,5.7,0.3,2.5,1.1,12.1,34,40,26,Franco,Franco arenosa y franco,0.1,0,8.4,3.8,0.8,17.8,0.1,0
3232,Cambisol,Temporal,CHIAPAS,Huixtla,15.10977,-92.487,Tapachula,5.5,0.5,2.3,1.1,9.1,44,36,20,Franco,Franco arenosa y franco,0.2,0,5.1,1.7,0.6,18.7,0.2,0
3233,Acrisol,Temporal,CHIAPAS,Tuzantan,15.10498,-92.41313,Tapachula,5.8,0.1,2.3,1.1,0,50,26,24,Migajon arcillo arenoso,Franco arcillo arenoso y Franco arcilloso,0.1,0,4.7,1.5,0.8,16.3,0.2,0.1
3234,Acrisol,Temporal,CHIAPAS,Tuzantan,15.10016,-92.33926,Tapachula,4.1,0.5,7,1,4,24,44,32,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.3,0,0.4,0.2,0.7,34.1,2,0
3235,Acrisol,Temporal,CHIAPAS,Tapachula,15.0953,-92.26539,Tapachula,4.2,0.2,5.2,1,48.3,20,30,50,Arcilla,Arcillosa,0.3,0,0.7,0.3,1.3,26.6,2.5,0
3236,Andosol,Temporal,CHIAPAS,Cacahoatan,15.0904,-92.19153,Tapachula,4.6,0.1,5.5,0.8,8.2,50.9,21.3,27.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0.3,0,0.4,0.1,0.6,14.3,2.2,0
3237,Andosol,Temporal,CHIAPAS,Cacahoatan,15.08547,-92.11768,Tapachula,5.2,0.1,5.6,0.8,0,70,24,6,Migajon arenoso,Franco arenosa y franco,0.3,0,0.7,0.2,0.5,83.4,1,0
3238,Acrisol,Temporal,CHIAPAS,Huehuetan,15.0284,-92.34424,Tapachula,5.4,0.1,5.2,1.1,6.2,28.9,29.3,41.8,Arcilla,Arcillosa,0.3,0.2,3.4,1.3,0.3,19.9,0.1,0
3239,Cambisol,Temporal,CHIAPAS,Huehuetan,14.96625,-92.49681,Tapachula,6,0.2,3.1,1.1,37.2,20,42,38,Migajon arcillo limoso,Franco limoso y Franco arcillo limoso,0.1,0.3,7.4,4.1,1.7,23.5,0.3,0.1
3240,Feozem,Temporal,CHIAPAS,Huehuetan,14.96147,-92.42301,Tapachula,6.1,0.1,3.3,1,7,16,54,30,Migajon arcillo limoso,Franco limoso y Franco arcillo limoso,0.2,0,6.5,3.6,1.9,31.7,0.4,0.1
3241,Acrisol,Temporal,CHIAPAS,Tuxtla Chico,14.94691,-92.20164,Tapachula,6.4,0.4,3.8,1.1,11.1,42,36,22,Franco,Franco arenosa y franco,0.2,0.2,13.3,4,0.7,27.2,0.1,0
3242,Feozem,Temporal,CHIAPAS,Mazatan,14.89451,-92.5017,Tapachula,6.1,0.3,2.8,1.2,60.4,28,46,26,Franco,Franco arenosa y franco,0.1,0.5,10.3,2.2,0.7,26.7,0.1,0
3243,Fluvisol,Temporal,CHIAPAS,Tapachula,14.88492,-92.35419,Tapachula,6.8,0.3,4.1,1,25.2,38,32,30,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.3,14.8,4.1,1.4,35.2,0.1,0
3244,Feozem,Temporal,CHIAPAS,Mazatan,14.82278,-92.50659,Tapachula,6.2,1.4,7.3,0.9,12.1,10,46,44,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.4,0.8,17.6,9.2,1.7,45.8,0.1,0
3245,Feozem,Temporal,CHIAPAS,Mazatan,14.818,-92.43287,Tapachula,6.3,0.1,1.7,1.3,4,48,30,22,Franco,Franco arenosa y franco,0.1,0.3,6.4,2.4,0.6,20.4,0.1,0
3246,Feozem,Temporal,CHIAPAS,Tapachula,14.8132,-92.35915,Tapachula,6.5,0.2,2.3,1.3,7.1,46,32,22,Franco,Franco arenosa y franco,0.1,0.5,6.5,1.9,0.8,14.9,0.2,0.1
3247,Cambisol,Temporal,CHIAPAS,Tapachula,14.80835,-92.28544,Tapachula,6.3,0.3,8.7,0.9,8.2,32.9,45.3,21.8,Franco,Franco arenosa y franco,0.4,0.6,9,2.7,0.9,24.4,0.1,0
3248,Acrisol,Temporal,CHIAPAS,Frontera Hidalgo,14.80347,-92.21173,Tapachula,6.2,0.2,4.5,1.1,28.8,36.9,39.3,23.8,Franco,Franco arenosa y franco,0.1,0.5,6.9,1.7,1.2,16.9,0.2,0.1
3249,Cambisol,Temporal,CHIAPAS,Tapachula,14.74149,-92.36411,Tapachula,6.3,0.2,2.4,1.3,10.3,38.9,37.3,23.8,Franco,Franco arenosa y franco,0.1,0.6,6.8,1.9,0.8,14.5,0.2,0.1
3250,Acrisol,Temporal,CHIAPAS,Frontera Hidalgo,14.73176,-92.21676,Tapachula,6.8,0.4,5.4,1.1,12.1,34,36,30,Migajon arcilloso,Franco arcillo arenoso y Franco arcilloso,0.2,0.9,15,3.9,1.4,28.3,0.1,0
3251,Vertisol,Riego,BAJA CALIFORNIA,Mexicali,32.60749,-115.60912,Mexicali,7.9,10.6,2.6,1.4,96.5,8.2,21.3,70.5,Arcilla,Arcillosa,0.1,5,53.4,14.5,20.2,37.2,0.5,0.5
3252,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.62766,-115.3564,Mexicali,8.4,2.2,1.1,1.4,13.6,42.2,22,35.8,Migajon Arenoso,Franco arenosa y franco,0.1,1,34.8,6.4,2,20.6,0.1,0.1
3253,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.63264,-115.29321,Mexicali,8,4.2,1.1,1.4,6.3,38.2,34,27.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.5,31.6,6,1.6,16.9,0.1,0.1
3254,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.65233,-115.04039,Mexicali,8.5,3.6,2,1.6,88.1,56.2,22,21.8,Migajon Arcillo Arenoso,Franco arcillo arenoso y Franco arcilloso,0,0.9,32.1,4.2,2.5,12.3,0.1,0.2
3255,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.6572,-114.97717,Mexicali,8.3,2,1.1,1.4,8.4,38.2,20,41.8,Arcilla,Arcillosa,0.1,1.1,40.5,6.3,2.3,28.6,0.1,0.1
3256,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.66204,-114.91394,Mexicali,8.5,1.3,2,1.7,3.1,36.2,42,21.8,Franco,Franco arenosa y franco,0,0.7,30.3,3.6,1.4,17.2,0.1,0.1
3257,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.66685,-114.85071,Mexicali,8.7,1,1.8,1.4,6.3,40.2,32,27.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0,0.6,28.7,3.8,1.5,21.6,0.1,0.1
3258,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.67165,-114.78748,Mexicali,8.4,1.3,0.7,1.8,8.4,73.5,18.7,7.8,Migajon Arenoso,Franco arenosa y franco,0,1.3,32.2,9.6,8.3,5.4,0.3,1.5
3259,Vertisol,Riego,BAJA CALIFORNIA,Mexicali,32.55909,-115.53996,Mexicali,8.6,2.6,1.6,1.4,6.3,7.5,22.7,69.8,Arcilla,Arcillosa,0.1,0.4,29,2.4,1,32.8,0,0
3260,Vertisol,Riego,BAJA CALIFORNIA,Mexicali,32.56415,-115.47682,Mexicali,8,9,0.7,1.4,11.5,18.2,22,59.8,Arcilla,Arcillosa,0.1,1.3,40.5,8.8,13.8,39.5,0.5,0.4
3261,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.57916,-115.28734,Mexicali,8.3,2.6,2.1,1.4,3.1,28.2,24,47.8,Arcilla,Arcillosa,0.1,0.7,41.3,9.8,4.8,32.2,0.2,0.1
3262,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.58412,-115.22417,Mexicali,8.8,1.2,0.9,1.6,6.3,42.2,24,33.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0,0.8,31.8,5.3,1.3,29.2,0.1,0
3263,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.58905,-115.16099,Mexicali,8.5,1.4,2.1,1.5,4.2,58.2,24,17.8,Migajon Arenoso,Franco arenosa y franco,0,0.5,31.3,3.6,0.9,11.2,0,0.1
3264,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.59396,-115.09781,Mexicali,8.4,1.6,0.9,1.4,8.4,55.5,28.7,15.8,Migajon Arenoso,Franco arenosa y franco,0,0.5,29,3.4,1.3,14.7,0.1,0.1
3265,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.59885,-115.03462,Mexicali,8.4,1,2,1.6,7.3,64.2,24,11.8,Migajon Arenoso,Franco arenosa y franco,0.1,0.4,24,2.3,0.7,8.5,0,0.1
3266,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.60371,-114.97143,Mexicali,8.6,2.3,1.3,1.5,10.5,26.2,50,23.8,Migajon Limoso,Franco limoso y Franco arcillo limoso,0,0.7,31.1,4.8,2.3,15.9,0.1,0.1
3267,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.60855,-114.90824,Mexicali,8.1,2.5,1.6,1.4,7.3,16.2,48,35.8,Migajon Arcillo Limoso,Franco limoso y Franco arcillo limoso,0.1,1,35.2,6,2.8,27.2,0.1,0.1
3268,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.61337,-114.84504,Mexicali,8.5,1.3,0.5,1.5,2.1,28.2,40,31.8,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0,0.7,34,4.5,1.3,20.6,0.1,0.1
3269,Vertisol,Riego,BAJA CALIFORNIA,Mexicali,32.51569,-115.40774,Mexicali,8.1,5.4,1.1,1.4,8.4,8.2,24,67.8,Arcilla,Arcillosa,0.1,1.8,36.5,9.6,11.9,38.3,0.4,0.3
3270,Vertisol,Riego,BAJA CALIFORNIA,Mexicali,32.52567,-115.28147,Mexicali,NM,4.5,2.1,1.5,39.9,7,18,75,Arcilla,Arcillosa,0.1,NM,NM,NM,NM,NM,N/A,N/A
3271,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.53063,-115.21833,Mexicali,8.6,2.2,1.4,1.4,14.7,34.2,34,31.8,Migajon Arcillloso,Franco arcillo arenoso y Franco arcilloso,0.1,1,30.7,5.4,2.2,17.2,0.1,0.1
3272,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.53556,-115.15518,Mexicali,8.2,4.3,2.1,1.3,18.9,7.5,60.7,31.8,Migajon Arcillo Limoso,Franco limoso y Franco arcillo limoso,0,1.2,32.8,6.5,5.1,25.3,0.2,0.2
3273,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.54047,-115.09203,Mexicali,8.5,1.8,1.4,1.5,8.4,25.5,50,24.5,Migajon Limoso,Franco limoso y Franco arcillo limoso,0,0.9,34.5,5.2,1.6,20.8,0.1,0.1
3274,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.54536,-115.02887,Mexicali,8.3,2.3,1.1,1.4,S/D,24.2,28,47.8,Arcilla,Arcillosa,0.1,1.3,28.6,7,3.4,28.9,0.2,0.1
3275,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.55022,-114.9657,Mexicali,8.3,1.6,1.6,1.3,6.3,14.2,50,35.8,Migajon Arcillo Limoso,Franco limoso y Franco arcillo limoso,0.1,0.8,40,5.7,1.8,21.1,0.1,0.1
3276,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.55505,-114.90254,Mexicali,7.9,5.2,0.9,1.5,10.5,20.2,46,33.8,Migajon Arcillo Limoso,Franco limoso y Franco arcillo limoso,0.1,1.1,39.6,5.8,14.5,18.8,0.5,0.8
3277,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.55987,-114.83936,Mexicali,8.3,1.6,2.6,1.5,8.4,24.2,52,23.8,Migajon Limoso,Franco limoso y Franco arcillo limoso,0.1,0.4,30.6,3.9,6.8,18.3,0.3,0.4
3278,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.4622,-115.40182,Mexicali,8.2,0.9,0.8,1.3,14.7,50.2,32,17.8,Franco,Franco arenosa y franco,0.1,0.6,34.4,3.9,0.9,11.9,0,0.1
3279,Vertisol,Riego,BAJA CALIFORNIA,Mexicali,32.47218,-115.27561,Mexicali,7.9,3.3,2.6,1.5,10.5,8.2,11.3,80.5,Arcilla,Arcillosa,0.1,1.8,45.3,9.6,5.2,48.7,0.2,0.1
3280,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.47713,-115.21249,Mexicali,8.1,5.6,0.8,1.4,7.3,16.2,28,55.8,Arcilla,Arcillosa,0.1,1.1,43.2,10.2,12.5,33.7,0.4,0.4
3281,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.48206,-115.14937,Mexicali,8.4,1.8,1.1,1.5,7.3,14.2,42,43.8,Arcilla Limosa,Arcillo arenosa y Arcillo limosa,0.1,1.3,38.7,7.6,3.6,32.7,0.1,0.1
3282,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.48697,-115.08625,Mexicali,8.1,5,1.6,1.3,9.4,10.2,36,53.8,Arcilla,Arcillosa,0.1,1,40.4,9.1,6.1,32.7,0.2,0.2
3283,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.49185,-115.02312,Mexicali,7.9,7.9,1.1,1.4,6.3,28.2,41.3,30.5,Migajon Arcilloso,Franco arcillo arenoso y Franco arcilloso,0.1,1.1,33.8,6,4.6,16.1,0.2,0.3
3284,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.50155,-114.89684,Mexicali,8,4.8,1.4,1.3,8.4,5.5,28.7,65.8,Arcilla,Arcillosa,0.1,1.6,52.3,10.9,4.7,39.8,0.1,0.1
3285,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.50636,-114.83369,Mexicali,8,8.5,1.1,1.2,8.4,29.5,18.7,51.8,Arcilla,Arcillosa,0,0.6,36.7,5.4,7.9,19.7,0.3,0.4
3286,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.42363,-115.20666,Mexicali,8.2,3.5,1.2,1.3,14.7,2.2,24,73.8,Arcilla,Arcillosa,0.1,1,46,11.6,8.2,45.1,0.2,0.2
3287,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.42855,-115.14357,Mexicali,8.1,1.6,1.4,1.4,17.8,18.2,44,37.8,Migajon Arcillo Limoso,Franco limoso y Franco arcillo limoso,0.1,0.8,30.8,6.3,2.2,27.8,0.1,0.1
3288,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.43346,-115.08047,Mexicali,8.1,2,1.2,1.3,12.6,14.2,62,23.8,Migajon Limoso,Franco limoso y Franco arcillo limoso,0.1,1,28.7,5,1.8,26.2,0.1,0.1
3289,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.4432,-114.95426,Mexicali,8.4,2.4,0.4,1.7,14.7,44.2,42,13.8,Franco,Franco arenosa y franco,0.1,0.2,28.9,3.1,1.1,18.6,0.1,0.1
3290,Regosol,Riego,SONORA,San Luis Rio Colorado,32.44804,-114.89115,Mexicali,8.4,1.1,1.4,1.4,9.4,26.2,46,27.8,Migajon Acilloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.4,32.9,4.8,1.5,22.4,0.1,0.1
3291,Regosol,Riego,SONORA,San Luis Rio Colorado,32.45285,-114.82803,Mexicali,8.3,2.3,0.4,1.5,4.2,26.2,44,29.8,Migajon Arcillloso,Franco arcillo arenoso y Franco arcilloso,0.1,0.8,33.6,4.3,3.2,16.6,0.1,0.2
3292,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.37011,-115.20084,Mexicali,8.5,1,1.2,1.5,5.2,21.5,52.7,25.8,Migajon Limoso,Franco limoso y Franco arcillo limoso,0.1,1.2,37.7,4.9,1.3,16.4,0,0.1
3293,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.37504,-115.13778,Mexicali,8.4,2.4,1.3,1.4,10.5,10.2,35.3,54.5,Arcilla,Arcillosa,0.1,1.6,40.2,8.8,3.9,30.1,0.1,0.1
3294,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.37994,-115.07471,Mexicali,8.2,1.1,1.6,1.4,16.8,34.2,50,15.8,Migajon Limoso,Franco limoso y Franco arcillo limoso,0.1,0.7,25.4,2.6,1,10.2,0.1,0.1
3295,Regosol,Riego,BAJA CALIFORNIA,Mexicali,32.38482,-115.01163,Mexicali,8.2,4,1.3,1.5,18.9,46.2,38,15.8,Franco,Franco arenosa y franco,0,0.4,30.1,3.2,1.6,8.9,0.1,0.2
3297,Regosol,Riego,SONORA,San Luis Rio Colorado,32.39452,-114.88546,Mexicali,8.9,0.8,1.1,1.4,4.2,36.2,46,17.8,Franco,Franco arenosa y franco,0,0.8,35.1,3.7,1.2,12,0,0.1
