pid,x,y,year,kod_t
P1653,655337.4,4649140.4,1985,075A.226
P1657,647222.3,4649884.4,1985,075A.80
P1658,646822.8,4651248.4,1985,075A.84
P1661,654705.1,4650547.5,1985,075A.226A
P5822,654787.6,4639243.1,1985,075A.208
P5823,654629.3,4642557.3,1985,075A.216
P5824,657705.2,4639800.3,1985,075A.219
P5825,656779.9,4637833.1,1985,075A.210
P1580,625437,4668154,1985,075A.33
P1582,623121,4667058,1985,075A.346
P1584,623637,4662997,1985,075A.369
P1583,624133,4664041,1985,075A.349
P1655,652279,4653894,1985,075A.252
P1656,650433,4655051,1985,075A.254
P1206,561619.8,4639859.1,1988,042.742
P2619,583630.4,4572965,1988,119.1296
P2623,570632.1,4594395.2,1988,119.1257
P2624,573066.4,4590785.2,1988,119.1263
P2625,574367.5,4589483.4,1988,119.1277
P2626,571451.4,4592780.2,1988,119.1258
P2627,573446.4,4593718.3,1988,119.1259
P2628,574681.4,4593172.1,1988,119.1260
P2629,575465.2,4590464.6,1988,119.1262
P2630,576961.4,4591782.7,1988,119.1261
P2631,577127.6,4593017.7,1988,119.1252
P2632,578754.5,4593932,1988,119.1251
P2633,579870.8,4594466.4,1988,119.1250
P2634,580761.4,4593207.7,1988,119.1249
P2635,579027.6,4591485.8,1988,119.1253
P2636,578754.5,4588778.4,1988,119.1279
P2637,582483.2,4585607.8,1988,119.1295
P2638,581521.4,4586789.3,1988,119.1282
P2639,580657.4,4589389.9,1988,119.1281
P2640,581984.4,4590948.5,1988,119.1254
P2641,583169,4591785.7,1988,119.1248
P2642,582955.3,4588748.7,1988,119.1255
P2643,582892.9,4587564.2,1988,119.1283
P2644,575376.1,4586896.2,1988,119.1272
P2645,576863.4,4586931.8,1988,119.1278
P2646,579464,4586949.6,1988,119.1280
P2647,581218.6,4584856.7,1988,119.1294
P2648,578635.8,4584553.9,1988,119.1276
P2650,577700.6,4583333.7,1988,119.1275
P2651,583186.8,4583324.8,1988,119.1290
P2653,582599,4581784.1,1988,119.1289
P2654,576765.4,4581320.9,1988,119.1274
P2655,572027.4,4582187.8,1988,119.1268
P2656,570756.1,4584812.1,1988,119.1269
P2659,571539.8,4579842.5,1988,119.1267
P2666,571082.6,4587406.8,1988,119.1270
P2669,570868.8,4589128.7,1988,119.1266
P2670,573053.8,4588867.4,1988,119.1265
P3178,591679.2,4566580.4,1988,118.1369
P3179,592632.1,4564318.3,1988,118.1367
P3180,591679.2,4563383.1,1988,118.1368
P3182,595179.3,4566464.7,1988,118.1385
P3183,595268.4,4565084.2,1988,118.1382
P3184,596659.9,4566248.7,1988,118.1390
P3185,596963.9,4564752.4,1988,118.1384
P3186,597147.6,4563445.5,1988,118.1383
P3187,595633.5,4562278.8,1988,118.1381
P3188,592614.3,4561201.1,1988,118.1366
P3189,594351,4560818.2,1988,118.1364
P3190,595758.2,4559633.6,1988,118.1380
P3191,597040.7,4559028,1988,118.1378
P3192,598732.9,4558538.2,1988,118.1377
P3193,598821.9,4560925,1988,118.1376
P3195,598973.3,4565048.6,1988,118.1393
P3196,603657.9,4560426.3,1988,118.1596
P3197,605412.4,4560925,1988,118.1597
P3198,606205.1,4561486.1,1988,118.1598
P3199,605563.9,4563258.4,1988,118.1599
P3200,606819.6,4562768.6,1988,118.1600
P3201,607656.8,4561869.1,1988,118.1601
P3202,609170.9,4561575.2,1988,118.1602
P3203,607754.8,4559215,1988,118.1606
P3204,608903.7,4558573.8,1988,118.1607
P3205,610186.2,4557701,1988,118.1605
P3206,611664.6,4556463,1988,118.1603
P3207,610337.6,4559678.2,1988,118.1608
P3208,599739.3,4566696.2,1988,118.1394
P4002,591458.5,4594727.5,1988,116.1438
P4003,593735.3,4594593.6,1988,116.1472
P4004,592812.7,4593224.5,1988,116.1442
P4005,591518,4592443.2,1988,116.1439
P4006,594382.7,4591654.5,1988,116.1443
P4007,592708.5,4590471.4,1988,116.1440
P4008,591488.3,4588388,1988,116.1410
P4010,595260.7,4589831.5,1988,116.1444
P4011,593095.4,4586937.1,1988,116.1411
P4012,597150.6,4587502.6,1988,116.1445
P4013,598653.6,4589266,1988,116.1471
P4014,598653.6,4587643.9,1988,116.1446
P4015,593497.3,4584273.3,1988,116.1412
P4016,592470.4,4583499.5,1988,116.1413
P4017,594955.6,4583499.5,1988,116.1414
P4018,597202.7,4582658.7,1988,116.1416
P4019,598817.3,4583224.2,1988,116.1408
P4020,595357.4,4581215.2,1988,116.1415
P4021,597545,4580419,1988,116.1406
P4022,598378.3,4581215.2,1988,116.1407
P4023,595483.9,4579518.7,1988,116.1405
P4024,592559.7,4577353.4,1988,116.1402
P4025,594858.9,4576914.4,1988,116.1403
P4026,596168.4,4577487.4,1988,116.1404
P4027,592857.3,4575232.8,1988,116.1389
P4028,594538.9,4574845.9,1988,116.1375
P4029,592693.6,4572472.3,1988,116.1372
P4030,593638.6,4571289.3,1988,116.1370
P4031,595007.7,4572524.4,1988,116.1373
P4032,596823.3,4573395,1988,116.1374
P4033,598638.8,4572517,1988,116.1388
P4034,597098.6,4571147.9,1988,116.1387
P4035,592842.4,4569771.4,1988,116.1371
P4037,598214.6,4569600.2,1988,116.1391
P4038,599754.9,4570411.3,1988,116.1396
P4039,601131.4,4568759.4,1988,116.1395
P4040,601481.1,4571572,1988,116.1397
P4041,602969.3,4569786.2,1988,116.1398
P4043,601339.8,4574213.5,1988,116.1399
P4044,605566.1,4573573.6,1988,116.1418
P4045,605290.8,4574451.6,1988,116.1417
P4046,607307.2,4575232.8,1988,116.1419
P4047,606831,4576587,1988,116.1421
P4048,608773,4576393.6,1988,116.1420
P4049,605149.4,4577450.2,1988,116.1922
P4050,600923.1,4577539.5,1988,116.1400
P4051,601074.4,4579369.9,1988,116.1401
P4052,604794.7,4579171.5,1988,116.14230000000001
P4053,604675.6,4580421.5,1988,116.1424
P4054,606669.8,4580481,1988,116.1427
P4055,608822.6,4578953.2,1988,116.1426
P4056,610529,4578536.5,1988,116.1425
P4057,602703.3,4581124,1988,116.1429
P4058,601393.7,4583393.4,1988,116.1409
P4059,603685.4,4582634.5,1988,116.1428
P4060,604682.5,4584740.2,1988,116.1435
P4061,603484.5,4584643.5,1988,116.1430
P4062,602219.6,4585231.3,1988,116.1436
P4063,608410.3,4583482.7,1988,116.1432
P4064,600582.6,4585543.8,1988,116.1437
P4065,611031.9,4580846.2,1988,116.1431
P4066,610476.3,4583376.1,1988,116.1433
P4067,609144.4,4584641,1988,116.1434
P4068,610238.2,4585563.6,1988,116.1469
P4069,610230.8,4586709.5,1988,116.1468
P4070,609702.4,4587550.3,1988,116.1467
P4071,606636.9,4587580.1,1988,116.1466
P4072,604925.6,4589172.4,1988,116.1464
P4073,603846.6,4589745.3,1988,116.1463
P4074,603206.8,4590868.9,1988,116.1460
P4075,601547.4,4591657.6,1988,116.1458
P4076,602470.1,4592409.1,1988,116.1457
P4077,603571.3,4592580.2,1988,116.1454
P4078,599694.7,4592810.9,1988,116.1456
P4079,600565.3,4592602.5,1988,116.1455
P4080,604471.6,4593316.8,1988,116.1453
P4081,599426.9,4594537.1,1988,116.1450
P4082,597246.8,4595392.8,1988,116.1448
P4083,605275.3,4594366,1988,116.1452
P5123,596653.6,4593720.6,1988,116.1449
P5124,596841,4591760.6,1988,116.1447
P5125,598443.1,4591641.2,1988,116.1451
P5126,600315.8,4587482.6,1988,116.1470
P5127,600865.5,4588671.4,1988,116.1459
P5128,601709.2,4587661.5,1988,116.1462
P5129,603013,4589208.2,1988,116.1461
P5130,604470.3,4587290.8,1988,116.1465
P5131,596659.9,4561226.8,1988,118.1379
P2698,616639.5,4594239.8,1988,127.1490
P2699,617447,4593131.4,1988,127.1492
P2700,619727,4593353.1,1988,127.1489
P2701,621136.1,4594730.6,1988,127.1523
P2702,623352.8,4594698.9,1988,127.1524
P2703,625236.9,4593416.4,1988,127.1525
P2704,626361.1,4592181.4,1988,127.1526
P2705,627786.1,4591738.1,1988,127.1527
P2706,628371.9,4589299.8,1988,127.1530
P2707,630556.9,4589078.1,1988,127.1531
P2708,631158.6,4587859,1988,127.1532
P2709,632456.9,4586687.3,1988,127.1536
P2710,631696.9,4585705.7,1988,127.1535
P2711,629274.4,4586608.2,1988,127.1534
P2712,626931.1,4587336.5,1988,127.1529
P2713,626266.1,4588872.3,1988,127.1528
P2714,623131.1,4592593.1,1988,127.1522
P2715,620328.6,4592387.3,1988,127.1488
P2716,620851.1,4591453.1,1988,127.1493
P2717,619252,4591627.3,1988,127.1491
P2718,620613.6,4589584.8,1988,127.1494
P2719,623044.1,4590376.5,1988,127.1496
P2720,625134,4590566.5,1988,127.1521
P2721,625169.6,4589782.7,1988,127.1520
P2722,627271.5,4585757.1,1988,127.1533
P2723,621690.3,4586861.5,1988,127.1497
P2724,619754.7,4587728.4,1988,127.1495
P2725,618887.8,4588583.4,1988,127.1499
P2726,617771.6,4588286.5,1988,127.1502
P2727,620336.6,4585840.3,1988,127.1498
P2728,615040.4,4588892.1,1988,127.1503
P2729,615099.8,4587039.6,1988,127.1504
P2730,616358.5,4586576.5,1988,127.1505
P2731,617581.6,4584914,1988,127.1500
P2732,618780.9,4584272.8,1988,127.1501
P2733,615277.9,4584557.8,1988,127.1506
P2734,617451,4583655.3,1988,127.1486
P2735,613294.8,4582990.3,1988,127.1537
P2736,614482.3,4582705.3,1988,127.1538
P2737,619374.7,4582372.8,1988,127.1485
P2738,621733.9,4582262,1988,127.1484
P2739,622525.5,4582721.1,1988,127.1483
P2740,629397.1,4582325.3,1988,127.1516
P2741,615527.3,4580611.4,1988,127.1540
P2742,617486.6,4580397.6,1988,127.1541
P2743,619588.4,4580397.6,1988,127.1487
P2744,614684.1,4579673.2,1988,127.1539
P2745,619327.2,4578794.5,1988,127.1542
P2746,621429.1,4579530.7,1988,127.1482
P2747,621797.2,4580528.2,1988,127.1481
P2748,622972.8,4579590.1,1988,127.1480
P2749,623530.9,4580706.4,1988,127.1479
P2750,612760.4,4576573.9,1988,127.1545
P2751,615052.3,4576217.7,1988,127.1546
P2752,613259.1,4575255.8,1988,127.1544
P2753,615087.9,4573830.8,1988,127.1550
P2754,615859.8,4575172.7,1988,127.1547
P2755,616964.1,4575255.8,1988,127.1548
P2756,618923.4,4574780.8,1988,127.1549
P2758,617534.1,4572512.7,1988,127.1555
P2759,614838.5,4571553.8,1988,127.1553
P2760,612344.8,4571634,1988,127.1551
P2761,617002.7,4570850.2,1988,127.1554
P2762,618739.4,4570645.4,1988,127.1557
P2763,620387.1,4571642.9,1988,127.1559
P2764,621518.1,4572239.6,1988,127.1560
P2765,615292.8,4569140.2,1988,127.1556
P2766,619496.4,4569309.5,1988,127.1558
P2767,622649.2,4569193.7,1988,127.1561
P2768,623174.7,4571072.9,1988,127.1562
P2769,621375.6,4574822.4,1988,127.1564
P2770,622782.8,4575517,1988,127.1565
P2771,623183.6,4573450.8,1988,127.1563
P2772,626737.1,4571331.2,1988,127.1510
P2773,627601,4569763.7,1988,127.1507
P2774,627218.1,4573237.1,1988,127.1511
P2775,629043.8,4569371.8,1988,127.1508
P2776,628990.4,4572480,1988,127.1512
P2777,629694,4570983.8,1988,127.1509
P2778,631591,4571224.3,1988,127.1514
P2779,630914.1,4572729.4,1988,127.1513
P2780,631092.3,4573718,1988,127.1515
P2782,630842.9,4577289.4,1988,127.1473
P2783,631475.2,4579257.6,1988,127.1519
P2784,631332.7,4580709.3,1988,127.1518
P2785,628429.3,4579364.5,1988,127.1476
P2786,626941.9,4578758.9,1988,127.1477
P2787,630638,4582909.1,1988,127.1517
P3148,627099.8,4566872.6,1988,130.1579
P3149,628604.9,4565714.8,1988,130.1578
P3152,632274.3,4565697,1988,130.1566
P3154,624477.4,4567377,1988,130.1581
P3167,619293.7,4557239.2,1988,130.1618
P3169,618607.9,4559332.1,1988,130.1614
P3170,621244.1,4558530.5,1988,130.1615
P3171,623337.1,4560712.6,1988,130.1629
P3172,623194.6,4558682,1988,130.1616
P5597,625420.9,4562332.8,1988,130.1591
P5599,627435.2,4560834.2,1988,130.1626
P5602,631638.1,4558157.7,1988,130.1574
P5603,632404.8,4555550.9,1988,130.1575
P5604,630097.8,4555718.2,1988,130.1572
P5605,628459.8,4555885.5,1988,130.1623
P5609,629568,4558499.3,1988,130.1576
P5865,588239,4673043,1989,T6ADP
P5866,587975,4672588,1989,T1ADP
P5867,587691,4672384,1989,T2ADP
P5868,587381,4672195,1989,T4ADP
P5869,586870,4671545,1989,T3ADP
P5870,587571,4671468,1989,T5ADP
P5871,587368,4671786,1989,T7ADP
P5872,588140,4671055,1989,T8ADP
P5873,588320,4672130,1989,T9ADP
P5874,588576,4671759,1989,T10ADP
P5875,588771,4671243,1989,T13ADP
P5876,589020,4670910,1989,T11ADP
P5877,589035,4670455,1989,T12ADP
P5878,589117,4669887,1989,T1BDP
P6212,598106.888769,4634358.33828,1990,B268ST
P6213,597662.070793,4632174.27058,1990,B267ST
P6214,598827.78834,4624095.26885,1990,B266ST
P6215,607377.328657,4620518.7627,1990,B260ST
P6216,599986.089079,4617817.83709,1990,B259ST
P6217,593196.802191,4617207.97526,1990,B257ST
P6218,609492.310445,4619769.39497,1990,B261ST
P6219,597209.693071,4617610.48407,1990,B265ST
P6220,594916.612568,4616012.64606,1990,B258ST
P6221,604576.824048,4614585.56936,1990,B256ST
P6222,601295.767371,4610231.15585,1990,B254ST
P6223,618080.562695,4625935.09813,1990,B262ST
P6224,592892.990195,4598470.64623,1990,B232ANE
P6225,598771.991232,4591097.0168,1990,B232ANE
P6226,600101.767542,4589219.25575,1990,B231NE
P6227,603623.482822,4588094.06041,1990,B230NE
P6228,608289.547538,4584831.6231,1990,B229NE
P6229,605020.818547,4580709.40787,1990,B208NE
P6230,595325.598484,4583405.64502,1990,B194NE
P6231,593500.809291,4584626.28104,1990,B193NE
P6232,591644.474753,4588543.61497,1990,B192NE
P6233,603013.596099,4583831.24651,1990,B228NE
P6234,483772.824494,4582250.47112,1990,B45OH
P6241,480276.998005,4560984.85056,1990,B41OH
P6243,526047.683553,4592012.18769,1990,B90PP
P6244,526319.315361,4591382.0019,1990,B88PP
P6245,536285.939105,4585572.40116,1990,B89PP
P6247,568145.490781,4582837.91771,1990,B81PP
P6248,564795.251973,4583477.61061,1990,B82PP
P6249,560775.101219,4585542.01235,1990,B83PP
P6250,565739.042819,4575939.20546,1990,B76PP
P6251,558698.631672,4578541.66454,1990,B78PP
P6252,555047.900176,4579725.97922,1990,B79PP
P6253,545262.817024,4573034.48054,1990,B72PP
P6254,530530.111402,4570594.62329,1990,B73PP
P6255,533537.980952,4576501.70966,1990,B69PP
P6256,539767.403742,4576776.96323,1990,B71PP
P6257,536015.263038,4577255.03521,1990,B70PP
P6258,593747.424882,4640972.07205,1990,B270PR
P6259,596296.380255,4640925.02332,1990,B271PR
P6260,602383.846789,4650116.38838,1990,B277PR
P6261,614496.008659,4609562.39,1990,B255RA
P6262,609784.780456,4601252.11968,1990,B253RA
P6263,615260.010366,4596559.82227,1990,B234RA
P6264,619226.673293,4604498.53032,1990,B252RA
P6265,621892.40498,4606681.40625,1990,B263RA
P6266,624446.386184,4606215.89665,1990,B264RA
P6268,503722.013515,4545743.43316,1990,B26RE
P6269,502490.256269,4544628.48048,1990,B25RE
P6270,501959.326422,4543725.89974,1990,B24RE
P6271,502029.342796,4540191.23429,1990,B23RE
P6273,509287.817468,4529010.51537,1990,B20RE
P6274,515240.868379,4529112.0557,1990,B22ARE
P6275,514892.445667,4529508.2621,1990,B22RE
P6278,580676.497404,4638348.38654,1990,B157SN
P6279,580916.774556,4632227.64225,1990,B158SN
P6280,583874.554682,4630853.32017,1990,B162SN
P6281,587784.116868,4632176.42528,1990,B161SN
P6282,581458.820842,4628813.17746,1990,B163SN
P6283,586005.749789,4624142.94839,1990,B164SN
P6284,574326.857508,4619393.04848,1990,B165SN
P6285,569235.879966,4624891.81218,1990,B160SN
P6286,570746.675251,4629667.00443,1990,B159SN
P6287,573732.294506,4637994.36415,1990,B154SN
P6288,578156.766414,4641906.2448,1990,B155SN
P6289,578985.722588,4645197.19871,1990,B150SN
P6290,580180.785265,4648657.1897,1990,B148SN
P6291,634912.137111,4597834.71016,1990,B238SR
P6292,636599.838331,4593628.05189,1990,B240SR
P6293,637078.440169,4591134.28442,1990,B240ASR
P6294,641926.583809,4589525.78029,1990,B241SR
P6295,633448.196272,4586519.3165,1990,B235SR
P6296,633320.249735,4578915.62081,1990,B237SR
P6297,644089.840667,4589274.83165,1990,B243SR
P6298,644666.052091,4586148.17622,1990,B242SR
P6299,647849.384057,4585817.56311,1990,B246SR
P6301,652070.383649,4584005.98037,1990,B250SR
P6303,646980.675965,4596538.13606,1990,B245SR
P6308,470037.592922,4567066.14451,1990,B43SU
P6309,472055.0606,4563466.55285,1990,B42SU
P6310,474607.148965,4563990.59563,1990,B40ASU
P6311,476090.190048,4560746.77079,1990,B40SU
P6313,510477.616527,4669152.56418,1990,B109TE
P6314,505889.845747,4652988.10487,1990,B108TE
P6315,499747.624825,4649509.77942,1990,B107TE
P6316,496323.417592,4647273.41787,1990,B106TE
P6317,497065.493154,4640614.44996,1990,B105TE
P6318,510198.871336,4566718.10024,1990,B61DH
P6319,508068.950625,4570148.30299,1990,B60DH
P6321,544144.687907,4620696.57662,1990,B169VE
P6322,550170.993806,4615560.39609,1990,B170VE
P6323,556205.732019,4612017.25212,1990,B172VE
P6324,562596.143532,4615641.31261,1990,B168VE
P6325,554168.097608,4606215.98885,1990,B171VE
P6326,555750.415163,4602845.01007,1990,B176VE
P6327,555588.919045,4598334.34936,1990,B187AVE
P6328,558719.975228,4602445.4172,1990,B175VE
P6329,561795.156512,4598667.32455,1990,B180VE
P6330,562464.209719,4607991.38186,1990,B174VE
P6331,575200.720735,4603999.82864,1990,B182VE
P6332,576521.172373,4609762.37071,1990,B183VE
P6333,579898.217129,4598315.19501,1990,B184KV
P6334,579148.116761,4594610.18874,1990,B185KV
P6335,572595.419107,4593931.02127,1990,B181KV
P6336,585445.904979,4593487.76736,1990,B191KV
P6337,585669.810501,4590741.41256,1990,B190KV
P6338,579545.883052,4592019.73773,1990,B190AKV
P6339,577853.947902,4589677.59489,1990,B186KV
P6340,570986.316953,4586608.60687,1990,B187KV
P6341,575688.096755,4584181.88181,1990,B188KV
P6342,582289.924673,4583890.85792,1990,B189KV
P6343,587725.503312,4577965.12868,1990,B197KV
P6344,595905.345604,4574930.48705,1990,B195KV
P6345,580761.856817,4561198.38171,1990,B200KV
P6346,583929.57103,4563537.23342,1990,B196KV
P6347,586808.747106,4558992.68282,1990,B203KV
P6348,600120.398142,4560992.08302,1990,B199KV
P6349,601685.745234,4565996.78429,1990,B204KV
P6350,595358.215441,4567143.23568,1990,B198KV
P6352,494177.603535,4593061.39918,1990,B92KI
P6354,500952.294628,4584915.44427,1990,B65KI
P6355,497280.205602,4583078.69548,1990,B59KI
P6356,500949.829666,4579889.73899,1990,B59AKI
P6360,589243.333353,4663810.40291,1990,B142KR
P6361,596344.114326,4662234.28785,1990,B174KR
P6362,589472.036554,4672064.41718,1990,B141KP
P6363,591964.707526,4670265.67659,1990,B143KP
P6364,596004.102491,4669987.50048,1990,B144KP
P6365,604655.366728,4691341.79506,1990,B145KP
P6366,565022.76611,4620998.21198,1990,B167VE
P6367,568277.859075,4614431.08688,1990,B173VE
P6368,570656.950711,4619688.80752,1990,B166VE
P6369,515574.055689,4546533.73862,1990,B28BT
P6370,517564.106633,4548196.41217,1990,B29BT
P6371,519741.390539,4544959.63635,1990,B17BT
P6372,520696.199749,4540036.85034,1990,B19BT
P6373,523212.51207,4553411.64847,1990,B30BT
P6374,525482.851879,4553195.96619,1990,B13BT
P6375,527021.63775,4551367.92221,1990,B14BT
P6376,528272.847245,4549000.04187,1990,B8BT
P6377,532614.708628,4549835.67641,1990,B12BT
P6378,535520.743584,4552873.26027,1990,B11BT
P6379,534384.639383,4557907.99573,1990,B15BT
P6380,534982.588963,4560335.67102,1990,B16BT
P6381,534824.464518,4539520.38178,1990,B5BT
P6382,535918.04786,4530775.70137,1990,B6BT
P6383,539541.622312,4530452.8086,1990,B2ABT
P6384,544121.91609,4530464.76759,1990,B1ABT
P6385,545341.733232,4531816.13364,1990,B1BT
P6386,548498.907011,4534447.11179,1990,B3BT
P6387,540191.394188,4545079.65189,1990,B4BT
P6388,544427.680099,4547929.0685,1990,B10BT
P6389,547212.069687,4546610.0291,1990,B9BT
P6390,544241.007715,4546198.56504,1990,B27BT
P6391,543264.891554,4657190.5028,1990,B117SK
P6392,546735.17701,4646118.39915,1990,B124SK
P6393,532278.47526,4653657.24188,1990,B112SK
P6394,546442.251734,4647337.18286,1990,B122SK
P6395,551454.919391,4650596.282,1990,B133SK
P6396,533055.362912,4646529.35338,1990,B125SK
P6397,535080.158026,4660811.77042,1990,B116SK
P6398,551203.176488,4648210.92264,1990,B132SK
P6399,534935.334339,4660274.31363,1990,B115SK
P6400,544789.205561,4651480.30248,1990,B120SK
P6401,535367.70717,4644745.37205,1990,B127SK
P6402,548510.786933,4654652.91467,1990,B121SK
P6403,551742.898015,4644963.05776,1990,B130SK
P6404,538055.241829,4657655.9848,1990,B118SK
P6405,550876.101428,4646078.73654,1990,B131SK
P6406,560350.968911,4645841.4909,1990,B152SK
P6407,536062.664568,4655060.95888,1990,B113SK
P6408,544766.230445,4656460.61823,1990,B119SK
P6409,558615.274647,4646218.96927,1990,B151SK
P6410,520492.476824,4596546.30995,1990,B91MB
P6411,624054.756823,4576986.26583,1990,B225VL
P6412,622056.070744,4577222.7515900005,1990,B236VL
P6413,628257.182846,4574082.37991,1990,B222VL
P6414,632011.431961,4574628.20373,1990,B223VL
P6415,632518.205603,4571882.67243,1990,B220VL
P6416,625785.990086,4571138.0522,1990,B221VL
P6417,617332.101041,4582892.02742,1990,B227VL
P6418,615994.925461,4586530.29047,1990,B233VL
P6419,460061.69874,4601336.24196,1990,B58DE
P6420,463736.763698,4593640.91913,1990,B56DE
P6421,462667.146901,4592524.90511,1990,B57DE
P6422,462425.774089,4592162.04132,1990,B57ADE
P6423,649608.055515,4620613.84896,1990,B311BE
P6424,644803.145063,4627832.65529,1990,B303BE
P6425,653230.334104,4623478.01164,1990,B308BE
P6426,654228.008393,4624665.56587,1990,B306BE
P6427,653773.115007,4620773.8415,1990,B307BE
P6428,662246.069598,4624732.9413,1990,B313BE
P6429,651903.985168,4609785.83592,1990,B315BE
P6430,652289.746085,4613330.01434,1990,B312BE
P6431,644502.197571,4612220.95171,1990,B314BE
P6432,656050.66388,4632944.92728,1990,B305BE
P6433,558796.809053,4669114.9442,1990,B136KU
P6434,559946.180692,4668382.60121,1990,B137KU
P6435,549339.603752,4667174.26706,1990,B134KU
P6436,557728.808858,4662571.32396,1990,B135KU
P6437,571126.926769,4658379.18774,1990,B140KU
P6438,572465.03495,4668436.47212,1990,B139KU
P6439,558738.116656,4675615.97158,1990,B130KU
P6440,609392.37515,4638026.90346,1990,B284KO
P6441,606201.724566,4634442.74566,1990,B269KO
P6442,607112.147054,4639676.06582,1990,B274KO
P6443,613718.252726,4640331.16951,1990,B286KO
P6444,614687.051676,4639805.75155,1990,B287KO
P6445,619984.350524,4636480.56791,1990,B288KO
P6446,616737.598145,4640144.61382,1990,B285KO
P6447,612640.583639,4649318.77317,1990,B278KO
P6448,611241.446875,4655371.52771,1990,B146KO
P6449,521256.2241,4581651.56879,1990,B67AKS
P6450,520712.330697,4582575.22208,1990,B67KS
P6451,624023.183902,4639036.05436,1990,B290VI
P6452,622240.277876,4639492.40302,1990,B289VI
P6453,626536.803316,4645333.7905,1990,B283VI
P6454,631026.338817,4637699.1468,1990,B299VI
P6455,632202.459229,4634162.67439,1990,B300VI
P6456,631837.456343,4630372.72775,1990,B301VI
P6457,602912.983988,4645745.12139,1990,B275PR
P6458,597026.959961,4652424.38161,1990,B276PR
P6459,480864.345955,4565205.25122,1990,B41AOH
P6460,527915.048941,4582690.72286,1990,B68KS
P6461,602471.500267,4639453.37413,1990,B272KO
P6462,493974.210889,4629623.34754,1990,B104GO
P6463,496631.893922,4633184.64281,1990,B103GO
P6464,487869.808259,4616241.61817,1990,B96AGO
P6465,481519.717597,4614427.30655,1990,B97GO
P6466,479053.387742,4612116.8941,1990,B98GO
P6467,483702.561262,4616510.93005,1990,B97AGO
P6468,477249.706857,4616333.75118,1990,B102GO
P6469,474977.387863,4616329.76466,1990,B102AGO
P6470,472728.988017,4618572.18472,1990,B100AGO
P6471,471081.833588,4604965.83037,1990,B100GO
P6472,476204.35153,4599738.95685,1990,B95GO
P6473,479415.497055,4599075.20051,1990,B94GO
P6474,474085.587556,4609920.24525,1990,B98AGO
P6475,474255.67927,4611422.72206,1990,B99GO
P6476,475263.630169,4611961.34582,1990,B101AGO
P6477,475743.981769,4608573.68585,1990,B101GO
P6478,625232.577664,4561803.32749,1990,B212GV
P6479,628199.733122,4562804.9787,1990,B210GV
P6480,628275.32944,4560631.58457,1990,B211GV
P6481,628898.999058,4559289.74994,1990,B213GV
P6482,630259.732771,4556836.4132,1990,B214GV
P6483,630197.941641,4561767.74407,1990,B217GV
P6484,635016.435178,4562295.74056,1990,B216GV
P6485,636675.826022,4560986.66556,1990,B215GV
P6486,635591.977356,4567138.29743,1990,B218GV
P6487,643383.916432,4566045.71286,1990,B210GV
P6488,622442.861555,4576496.72875,1990,B224GV
P6489,617845.660503,4571596.61745,1990,B209GV
P6490,612953.161336,4565472.13455,1990,B207GV
P6491,608810.785996,4561476.42231,1990,B205GV
P6492,611882.275988,4560548.10258,1990,B206GV
P6493,620226.255975,4579104.39118,1990,B226VL
P6494,539329.007669,4534123.95476,1990,B2BT
P6495,646910.42,4633739.65,1990,B302DC
P6496,647464.03,4635459.86,1990,B304DC
P6497,646611.05,4635747.36,1990,B298DC
P6498,652414.96,4642297.4,1990,B296DC
P6499,650669.05,4640129.09,1990,B295DC
P6500,645246.94,4642385.42,1990,B297DC
P6501,652760.39,4645127.14,1990,B294DC
P6502,653247.94,4651121.22,1990,B293DC
P6503,644106.64,4645278.44,1990,B291DC
P6504,646109.93,4649527.71,1990,B292DC
P6505,638462.99,4652730.01,1990,B281DC
P6506,634311.2,4653627.79,1990,B282DC
P6507,625900.8,4662790.23,1990,B279DC
P6508,624298.82,4660832.25,1990,B280DC
P5804,509992.9,4666093.5,1991,004.1
P5805,509778.8,4665804.4,1991,004.4
P5806,509026.6,4665576.9,1991,004.3
P5807,509331.8,4665279.7,1991,004.2
P5808,509551.3,4664955.9,1991,004.5
P5809,509136.4,4664704.2,1991,004.6
P0027,501800.3,4651641.4,1992,001.40
P0028,505839.5,4651959.8,1992,001.38
P0029,504645.7,4651233.5,1992,001.39
P0030,501133.8,4652815.4,1992,001.41
P0031,506068.3,4654009.2,1992,001.37
P0032,504317.4,4654835,1992,001.43
P0033,502526.6,4654626,1992,001.42
P0034,503561.3,4656327.3,1992,001.36
P0035,504983.9,4658157.8,1992,001.35
P0036,506496.1,4659272.1,1992,001.34
P0037,507546.3,4653248.7,1992,002.27
P0038,508909.3,4655049.4,1992,002.28
P0039,510600.5,4657029.2,1992,002.29
P0040,509585.8,4658859.8,1992,002.30
P0041,508033.8,4661516.1,1992,002.31
P0042,508310.3,4663654.2,1992,002.33
P0043,510198,4665803.2,1992,002.32
P0646,507506.6,4591888.3,1992,100.3
P2030,494536.8,4593355.7,1992,097.8
P2031,496240.9,4594162.9,1992,097.9
P2033,497595.3,4593822.1,1992,097.7
P2034,499631.2,4593194.3,1992,097.5
P2035,500716.5,4592180.8,1992,097.4
P2036,503685.2,4591328.7,1992,097.1
P2037,505102.3,4591615.7,1992,097.2
P1686,466301,4580970.2,1995,077.51
P1687,466943.4,4579722.1,1995,077.52
P1688,468283.3,4578675.8,1995,077.53
