"ProfID","HorID","DepthFrom","DepthTo","CaCO3_perc","OM_perc","pH_H2O","pH_nKCl","P2O5_mg100g","K2O_mg100g","Bulk_density_gcm3","Higroscopic_water","Stones_perc","Sand_perc","Silt_perc","Clay_perc"
"P6294","P6294H01",0,30,9.3,0.7,8.6,7.7,NA,NA,NA,1.2,0,59,23,19
"P6323","P6323H03",81,120,0,1.4,8.3,7.2,NA,NA,NA,NA,5,59,20,20
"P6355","P6355H04",54,100,0,2.2,5.4,4,NA,NA,NA,1.8,19,59,25,16
"P6372","P6372H01",0,31,0,6.3,5.4,4.3,NA,NA,NA,2.5,3,59,31,10
"P0034","P0034H01",0,29,0,3.2,6.3,5.9,12.5,14.6,NA,1,19,60,32,8
"P0080","P0080H01",0,16,17.4,4.7,7.8,7,1,14.7,NA,2.5,18,60,23,16
"P0373","P0373H01",0,13,0,1.8,5.7,4.4,1,11.6,NA,1.5,0,60,17,22
"P0406","P0406H01",0,12,0,4.2,4.5,3.8,1,8.2,NA,2.9,4,60,33,8
"P0469","P0469H01",2,16,0,9.4,5.8,5,5.1,52.5,NA,1.5,47,60,28,11
"P0617","P0617H01",0,15,0,10.2,5.3,3.9,1,10.5,NA,6.1,15,60,37,3
"P0626","P0626H02",14,27,0,5.3,6,5.2,58.4,3,NA,50.9,37,60,28,13
"P0650","P0650H01",0,20,0,2.1,6.6,5.8,1,5,NA,1.5,18,60,25,15
"P0762","P0762H01",0,30,0,1.4,6.5,5.5,19,4.6,NA,NA,26,60,36,4
"P0946","P0946H01",0,20,12.9,6.4,7.7,7.3,1,NA,NA,NA,0,60,34,6
"P0980","P0980H02",20,40,20.7,2,7.4,7.1,NA,NA,NA,NA,0,60,36,4
"P1266","P1266H02",20,35,2.8,2.4,7.8,7,0.5,17.4,NA,5.5,5,60,29,11
"P1481","P1481H07",95,110,NA,0.3,7,NA,NA,NA,NA,0.4,NA,60,34,6
"P1538","P1538H01",0,20,1,2.4,7.4,6.8,NA,NA,NA,NA,3,60,30,10
"P1541","P1541H02",18,70,0.2,0.8,7,6.7,NA,NA,NA,2.6,4,60,33,8
"P1655","P1655H04",80,100,0,1.2,5.9,4.5,1,13.7,NA,NA,26,60,30,11
"P1655","P1655H05",100,120,0,1,6,4,1,13.3,NA,NA,27,60,34,6
"P1674","P1674H03",51,80,0,1.1,5.2,4.5,7.1,7.6,NA,NA,39,60,23,16
"P1733","P1733H01",0,20,0,3.2,6.1,5.6,NA,NA,NA,2.6,53,60,37,3
"P1808","P1808H02",35,85,0,0.8,5.8,4.9,0.4,NA,NA,2,3,60,27,13
"P1904","P1904H01",6,19,0,6.9,5.6,5,NA,NA,NA,3,32,60,30,11
"P2007","P2007H01",0,10,0,9,6.4,6.2,0.5,16,NA,6.6,1,60,34,6
"P2030","P2030H02",25,60,0,2.5,7.2,6.5,2,4.1,NA,1.3,38,60,27,13
"P2046","P2046H01",0,14,0,3.1,7.1,6.5,10.3,27.3,NA,2.4,18,60,25,15
"P2091","P2091H03",52,79,0,0.4,6.4,5.6,NA,NA,NA,2.7,NA,60,26,15
"P2118","P2118H01",0,30,0.2,1.3,7.4,6.5,1.5,16.2,1.6,1.5,NA,60,27,13
"P2130","P2130H02",31,52,0.1,1.1,6.4,5.3,10,8.4,1.8,4.4,NA,60,13,28
"P2137","P2137H02",61,89,2.8,0.7,7.3,6.5,NA,NA,1.8,2.3,NA,60,32,8
"P2188","P2188H02",23,37,0.1,0.6,6.1,5.3,0.4,8,NA,2.2,NA,60,15,26
"P2206","P2206H03",109,131,0.1,0.7,6.7,5.7,NA,NA,NA,1.8,1,60,23,18
"P2226","P2226H02",28,69,4,0.5,7.6,6.8,7,6,1.4,2.9,NA,60,27,13
"P2235","P2235H02",16,38,0.6,3.6,8.2,7.1,9,16.4,1.7,3.7,NA,60,23,17
"P2240","P2240H01",0,19,0.2,2.7,7.2,6.3,8.4,5,1.7,4.6,NA,60,16,24
"P2300","P2300H03",42,70,0,0.8,6.5,5.6,NA,NA,1.9,3.8,NA,60,24,16
"P2395","P2395H03",96,112,1.6,0.9,7.7,6.8,NA,NA,NA,2.4,NA,60,36,4
"P2639","P2639H04",85,105,20.6,0.5,8.5,7.3,2.3,9.6,NA,NA,1,60,15,26
"P2646","P2646H01",0,21,0,4.4,7,6.8,30.4,25.1,NA,NA,16,60,26,13
"P2711","P2711H01",0,22,13.4,2.9,7.3,6.6,2.9,0.1,NA,4.3,21,60,17,24
"P2735","P2735H01",0,13,0,8.4,6.7,5.9,5.5,21.9,NA,4.2,22,60,30,11
"P2735","P2735H02",13,61,0,1.5,7,6,3.6,7.7,NA,4.2,39,60,27,14
"P2842","P2842H01",0,35,0.7,0.5,8.7,7.6,NA,NA,NA,2,12,60,25,15
"P2882","P2882H01",0,15,0,5.4,6.5,5.7,NA,NA,NA,7.4,6,60,35,5
"P3214","P3214H02",23,55,0,1.6,6,5.2,9.3,23.2,NA,3.6,11,60,17,23
"P3235","P3235H02",40,74,0,2,5.9,4.8,2.5,42.4,NA,5.6,54,60,21,20
"P3297","P3297H02",19,33,0,1.4,5.3,4.2,1,12,NA,1.6,15,60,17,23
"P3410","P3410H01",0,32,0.1,1.4,6.4,5.3,5.2,9.6,1.5,2.2,NA,60,21,19
"P3448","P3448H03",73,115,0.1,0.2,6.8,5.9,NA,NA,NA,NA,NA,60,23,18
"P3463","P3463H03",95,124,0,0.9,6.2,5.5,NA,NA,NA,1.9,NA,60,20,20
"P3539","P3539H02",48,90,0.1,1,6.4,5.3,NA,NA,1.8,2.2,NA,60,21,20
"P3621","P3621H02",42,85,0,2,7.3,5.9,NA,NA,1.5,3.2,NA,60,25,15
"P3628","P3628H01",0,29,0,3.4,6.2,5,19.5,14.5,1.4,3.1,0,60,27,14
"P3672","P3672H04",81,116,0,0.4,7.7,6.7,NA,NA,NA,2.8,NA,60,18,22
"P3678","P3678H03",70,106,0,0.4,5.4,5.2,NA,NA,NA,3.9,NA,60,16,24
"P3687","P3687H02",19,55,0.1,1.5,5.8,5,5.2,17.6,1.7,2.1,NA,60,23,18
"P3720","P3720H01",0,36,NA,2.3,6.9,5.4,9,11.5,1.4,4.2,NA,60,26,14
"P3721","P3721H01",0,42,0,3.7,5.8,4.6,19.5,15,1.5,3,10,60,28,12
"P3768","P3768H01",0,43,NA,3.6,6.3,5.2,6.5,15,1.4,2.2,0,60,30,9
"P3778","P3778H02",37,71,0.2,1.4,6,5,NA,NA,1.7,1.5,1,60,24,16
"P3779","P3779H02",36,74,0,2.1,6.5,5.1,NA,NA,1.7,2.8,9,60,26,15
"P3783","P3783H03",62,110,NA,1.7,6.5,5.4,NA,NA,NA,2.4,3,60,26,15
"P3812","P3812H01",0,38,0,1.8,8.3,5.5,4,4.2,1.4,1,NA,60,33,8
"P3812","P3812H02",38,60,0,0.4,6.1,5.5,0.7,2.8,1.5,1.3,16,60,38,2
"P3920","P3920H01",5,30,0,3.8,5.9,4.5,4.5,10,1.5,3.6,NA,60,26,15
"P3929","P3929H03",47,100,NA,1.8,6.6,5.6,NA,NA,NA,2.5,33,60,26,14
"P3942","P3942H02",38,74,NA,2.3,6.8,6.2,NA,NA,1.6,3.4,0,60,29,11
"P3990","P3990H01",0,25,6.4,1.1,8.1,6.8,15.7,13.2,NA,2,2,60,18,22
"P4001","P4001H04",80,100,33.6,1,8.5,7.2,8.4,10.9,NA,NA,2,60,30,10
"P4173","P4173H03",65,90,22.4,1.4,7.8,6.9,4.1,8.4,NA,2.3,1,60,18,22
"P4193","P4193H01",0,21,0,5.8,6.5,5.6,2.4,NA,NA,2.2,19,60,23,17
"P4843","P4843H02",15,30,0,1,6.9,5.7,8.6,23.2,NA,3.3,0,60,29,11
"P4977","P4977H01",0,22,5.6,6.7,7.4,6.2,53.8,52.6,NA,4.9,26,60,32,8
"P5156","P5156H01",0,21,0,2.3,6.4,5.4,6.6,31.6,NA,2,5,60,22,19
"P5267","P5267H04",79,100,38.6,1.5,8.2,7.9,5.5,8.3,NA,1.1,8,60,32,8
"P5498","P5498H02",30,103,0,0.7,6.2,5.3,1,11.6,NA,3.7,2,60,18,23
"P5517","P5517H02",20,40,0,0.5,6,5.2,1,6.3,NA,6.6,0,60,9,31
"P5533","P5533H02",18,49,0,1.9,6.1,5.3,2,4.6,NA,2.8,2,60,20,20
"P5944","P5944H01",0,16,0,5.8,4.9,3.9,5.8,9.6,NA,1.5,41,60,27,13
"P5976","P5976H01",0,35,0,2,7,6.6,NA,NA,NA,4.4,12,60,11,29
"P6002","P6002H02",30,55,0,1.3,7.4,6.6,6.3,21.9,NA,2.5,3,60,13,27
"P6274","P6274H01",0,16,0,5.8,4.9,3.9,NA,NA,NA,1.5,41,60,27,13
"P6285","P6285H01",0,29,0,2.3,7.1,6.5,NA,NA,NA,1.8,7,60,22,18
"P6365","P6365H02",2,21,0,7.9,6.5,4.5,NA,NA,NA,1.9,25,60,31,10
"P6407","P6407H04",88,115,29.4,1.4,8.3,6.9,NA,NA,NA,0.8,13,60,24,16
"P6498","P6498H01",0,25,0,2.2,7.8,6.8,NA,NA,NA,2.6,18,60,16,24
"P6503","P6503H01",0,24,0,7.7,6.1,5.2,NA,NA,NA,4,14,60,32,8
"P6519","P6519H04",50,72,15.4,0.4,9.7,9.2,9.7,14.7,NA,2.3,1,60,15,25
"P6520","P6520H02",2,16,0,1.1,8.1,7.7,2,47.9,NA,3.9,5,60,21,19
"P0007","P0007H01",0,38,0,5.9,5.2,4.2,8.4,3.2,NA,3.2,22,61,26,13
"P0033","P0033H01",0,23,0,3.6,6.3,5.9,4.7,14.2,NA,1.5,22,61,36,3
"P0035","P0035H01",0,27,0,4.4,6.2,5.7,4.5,8.1,NA,1.6,28,61,34,5
"P0038","P0038H03",55,87,0,1.8,7.7,6.5,0.8,6.9,NA,1.5,10,61,24,15
"P0093","P0093H02",12,27,0,4.6,5.8,4.9,1,9.4,NA,4.4,41,61,25,13
"P0120","P0120H01",0,17,0,3.5,5.4,4.6,1,14.8,NA,2.9,10,61,21,18
"P0468","P0468H03",58,79,0,0.4,6.7,5.8,8.8,10.4,NA,0.4,43,61,30,8
"P0490","P0490H01",0,12,0,4.8,4.2,3.4,1,14.1,NA,4,6,61,37,2
"P0580","P0580H01",0,13,0,6.4,6.4,5.7,38.2,1,NA,3.2,11,61,32,7
"P0639","P0639H03",42,52,0,0.7,5.1,4.1,7.9,4.8,NA,3.3,10,61,14,24
"P0657","P0657H02",25,58,0,1.8,6.2,5.4,1,9.1,NA,1.3,4,61,31,8
"P0659","P0659H02",20,58,0,1.3,5.9,4.4,NA,NA,NA,1.2,2,61,23,16
"P0716","P0716H01",0,14,0,2.5,6,5.1,1,8.3,NA,NA,11,61,25,13
"P0806","P0806H01",0,37,0,1.1,7.1,6.2,19.5,NA,NA,NA,8,61,12,28
"P0901","P0901H03",40,60,2.3,1.8,9,8,1.3,NA,NA,NA,8,61,32,7
"P1113","P1113H01",0,19,13.9,5.6,8,7.5,1,NA,NA,NA,0,61,35,3
"P1191","P1191H01",0,20,NA,3.6,6.4,5.6,1,19.8,NA,NA,14,61,20,19
"P1196","P1196H02",17,48,0,1.5,7.8,6.5,1,17.7,NA,NA,11,61,26,13
"P1616","P1616H05",92,130,0.5,0.9,8.1,6.6,11.4,14,NA,3.3,1,61,33,7
"P1820","P1820H02",20,50,0,2.7,6.5,5.7,20,NA,NA,2.4,29,61,32,7
"P1842","P1842H02",30,60,0,1.2,5.8,6.1,1.4,NA,NA,1.2,25,61,26,13
"P1852","P1852H01",0,20,0,1.5,5.3,4.7,0.5,46.7,NA,1.5,35,61,32,7
"P1879","P1879H01",0,26,0,4.2,7.2,6.1,1,6.5,NA,4.6,32,61,22,18
"P1907","P1907H01",0,40,0,1.4,5.1,3.8,1.5,10.5,NA,4.3,1,61,22,18
"P1941","P1941H01",0,8,0,9.6,4.9,3.8,2.3,29.1,NA,5.2,16,61,32,7
"P2008","P2008H01",0,21,0,5.2,6.3,6.1,48,26.4,NA,1.6,20,61,28,12
"P2016","P2016H02",12,30,0,8.2,5.2,4.9,1,11,NA,3.7,16,61,35,4
"P2033","P2033H03",75,110,3.5,1.2,7.8,6.8,1,2.6,NA,1.3,4,61,30,9
"P2066","P2066H03",60,91,19.2,0.9,8.2,7.3,NA,NA,NA,NA,NA,61,26,13
"P2085","P2085H03",72,105,10,0.4,8.4,7.3,NA,NA,NA,NA,NA,61,37,3
"P2194","P2194H02",38,69,0.1,1.2,6.9,6,NA,NA,1.8,2.2,NA,61,17,23
"P2207","P2207H01",0,20,0.1,3.7,6.7,5.5,5.6,22.2,1.6,2.6,NA,61,20,19
"P2207","P2207H01",0,20,0.1,3.7,6.7,5.5,5.6,22.2,1.6,2.6,NA,61,20,19
"P2248","P2248H02",35,75,0.1,1.1,6.5,5.6,1,19,1.8,2.2,NA,61,18,21
"P2309","P2309H02",40,80,0.2,0.7,6.5,5.5,NA,NA,1.9,2.7,NA,61,16,23
"P2369","P2369H02",34,60,0.8,0.9,8.3,7.2,2.2,10,1.8,4.6,NA,61,39,0
"P2447","P2447H02",45,78,0.1,1.1,5.7,4.8,7.5,8.5,1.8,1.5,7,61,23,16
"P2489","P2489H01",0,37,0.1,1.6,6.2,5.8,8.4,14.2,1.6,1.3,3,61,36,4
"P2527","P2527H02",10,21,0,1.5,4.9,3.9,1,41.1,NA,1.5,14,61,22,17
"P2947","P2947H01",0,18,1,2.5,8.7,7.6,NA,NA,NA,2.6,1,61,27,13
"P3094","P3094H02",14,45,0,1.4,7.1,6.3,5.4,7.9,2.8,2.7,1,61,23,15
"P3240","P3240H02",21,75,0,1.9,4.9,3.9,6.5,12.3,NA,NA,4,61,29,10
"P3295","P3295H02",26,60,5.8,1.7,8.2,6.8,29.5,14,NA,2.2,13,61,19,20
"P3477","P3477H01",0,42,NA,3.5,NA,NA,8.2,15.6,1.4,2.8,NA,61,24,14
"P3563","P3563H03",86,108,0,0.3,6,5,NA,NA,NA,3,3,61,24,15
"P3704","P3704H02",39,92,0,2.3,6,5.1,NA,NA,1.5,4.2,3,61,20,20
"P3721","P3721H04",85,135,0,1.5,6.9,6.1,NA,NA,NA,1.8,13,61,25,14
"P3767","P3767H01",0,45,0,5.4,6.5,5.6,30,11,1.3,4.2,NA,61,24,15
"P3778","P3778H03",71,120,0.2,1.1,7,5.7,NA,NA,NA,2.6,0,61,22,18
"P3787","P3787H02",43,65,0,2.9,6.5,5.4,NA,NA,NA,NA,7,61,30,10
"P3883","P3883H02",40,76,0.2,1.1,7.1,6.3,4.1,4.8,1.6,1.6,NA,61,27,11
"P3929","P3929H01",0,26,NA,2.4,5.8,4.5,8,13,1.6,2.3,NA,61,29,10
"P4184","P4184H01",0,21,8.6,1.7,8,7.4,8.4,38.6,NA,2.1,13,61,17,22
"P4509","P4509H02",16,24,0,3.1,NA,NA,NA,NA,NA,2.5,5,61,31,9
"P4682","P4682H01",0,28,0.9,4.9,7.6,7,52.1,9.6,NA,4.1,6,61,7,33
"P4761","P4761H03",50,76,0,0.8,6.5,5.3,1,15.6,NA,2.4,7,61,31,8
"P4869","P4869H04",55,82,11,0.9,7.9,7,1,15.2,NA,2.5,10,61,28,11
"P4888","P4888H02",23,52,0,2.2,5.8,4,1.2,12.5,NA,2.5,12,61,33,6
"P5169","P5169H04",105,115,21.3,0.8,8.2,7,2.6,18.1,NA,1.5,1,61,19,20
"P5272","P5272H03",70,100,64.6,1.3,8.2,8,10.1,12.5,NA,0.9,8,61,26,13
"P5511","P5511H03",52,112,0,1.1,6,5.1,3.4,10.6,NA,1.9,1,61,23,16
"P5531","P5531H02",30,52,0,0.8,6,5.6,1,12.8,NA,5.6,0,61,16,24
"P5545","P5545H02",21,75,0,1.9,4.9,3.9,6.5,12.3,NA,NA,4,61,29,10
"P5546","P5546H02",16,72,0,1.2,5,3.9,12.9,10.4,NA,NA,10,61,22,17
"P5872","P5872H03",62,90,1.1,0.8,8,6.6,NA,15.8,NA,3.1,7,61,16,24
"P5942","P5942H04",52,70,0,0.9,5.4,4.1,1.5,10,NA,1.8,30,61,21,19
"P5950","P5950H03",27,55,0,0.5,5.5,4.2,10.5,20.8,NA,2.8,7,61,13,27
"P5987","P5987H01",0,30,0,2.2,7,6.2,8.5,71.6,NA,5,2,61,19,21
"P6002","P6002H01",0,30,0,2.4,7.4,6.7,20.5,35.4,NA,3,1,61,10,29
"P6208","P6208H01",0,20,0,19.2,7.4,6.8,5.7,20.4,NA,6.5,18,61,7,32
"P6221","P6221H01",0,40,0,2.6,6.7,5.5,NA,NA,NA,3,7,61,13,27
"P6227","P6227H02",18,58,5.8,1.5,8.1,6.7,NA,NA,NA,NA,14,61,16,23
"P6261","P6261H02",27,71,0,1.5,6.4,5,NA,NA,NA,2.5,13,61,10,29
"P6273","P6273H03",67,93,0,0.9,5.8,4.3,NA,NA,NA,1.4,5,61,25,14
"P6290","P6290H01",0,45,4.8,2.2,7.9,7,NA,NA,NA,3.4,1,61,11,29
"P6294","P6294H02",30,75,1.8,0.4,8.9,7.7,NA,NA,NA,1.5,1,61,24,15
"P6404","P6404H03",68,95,3.9,1.7,8,6.8,NA,NA,NA,1.3,2,61,23,17
"P6447","P6447H03",42,70,0,2.2,5.8,4.6,NA,NA,NA,2.6,45,61,19,20
"P6455","P6455H03",56,93,0,1.2,6.4,5.7,NA,NA,NA,2.5,2,61,16,23
"P6465","P6465H01",0,22,NA,7.4,5.1,4.6,NA,NA,NA,5.6,17,61,33,5
"P6476","P6476H02",25,50,NA,3.6,7.6,6.2,NA,NA,NA,5.7,1,61,34,6
"P0049","P0049H01",0,6,18.6,9,8,6.7,1,25,NA,5.8,16,62,32,6
"P0072","P0072H02",17,27,17.4,3.7,7.8,6.9,1,4.7,NA,4.6,0,62,31,7
"P0092","P0092H03",32,53,0,1.1,4.2,2.9,1,10.7,NA,4.2,10,62,17,21
"P0106","P0106H02",22,36,0,2.8,6.5,5.1,1,18.2,NA,2.7,11,62,22,17
"P0345","P0345H01",0,16,0,2.7,5.8,5.5,1.7,12.1,NA,0.8,34,62,16,22
"P0492","P0492H01",0,22,0,8.7,4.9,3.7,1,38.7,NA,4.5,8,62,36,3
"P0580","P0580H02",20,30,0,3.2,4.9,4.1,28.8,1,NA,2.9,19,62,29,11
"P0626","P0626H01",4,14,0,10.2,5.4,4.9,62.3,3.4,NA,6.2,31,62,30,9
"P0635","P0635H01",2,15,0,5.8,5,4.1,13.6,40.2,NA,3,22,62,34,4
"P0747","P0747H02",37,80,5.4,0.4,8,6.9,16.5,7.8,NA,NA,0,62,20,18
"P0901","P0901H01",0,20,13.4,3.8,8.7,7.7,6,25,NA,NA,4,62,33,5
"P0955","P0955H03",50,80,9.2,1.5,8.8,8.2,NA,NA,NA,NA,0,62,31,6
"P1055","P1055H01",0,20,6,2.2,8,7.6,19.5,NA,NA,NA,0,62,17,21
"P1155","P1155H01",0,15,2.7,6.9,7.9,6.8,1,25,NA,NA,8,62,27,10
"P1280","P1280H03",50,66,11.3,1.2,7.8,7.1,0.4,9.1,NA,3.9,0,62,23,16
"P1284","P1284H02",34,120,41.2,0.8,8,7.4,0.4,9.4,1.5,3.3,NA,62,25,13
"P1460","P1460H02",40,80,0.8,1.4,7.6,7.5,1,NA,1.5,3.6,1,62,21,17
"P1566","P1566H01",0,20,0,1.4,6.1,5.3,2.4,NA,NA,1.7,1,62,26,13
"P1627","P1627H04",90,130,0,1,6.9,5.5,1,6.1,NA,NA,1,62,33,5
"P1655","P1655H02",20,46,0,2.5,5.6,4.5,1,13.7,NA,NA,26,62,28,10
"P1691","P1691H02",12,38,0,1.6,5.9,4.9,1,6.3,NA,0.9,33,62,29,10
"P1786","P1786H01",4,17,0,11.5,5.8,5.1,18.4,24.3,NA,3.9,47,62,24,14
"P1791","P1791H02",10,33,0,8.1,5.5,4.3,1,20.2,NA,1.7,26,62,26,12
"P1876","P1876H01",0,20,0,2.5,NA,NA,4.5,NA,NA,1.4,24,62,30,8
"P1880","P1880H01",0,23,0,2.2,6,4.5,2,5.1,NA,2.3,33,62,32,6
"P1968","P1968H01",0,20,0,5.9,5.7,5.2,8.1,19,NA,1.3,25,62,33,6
"P2016","P2016H01",2,12,0,10.2,5.3,4.7,1,29.4,NA,6.1,23,62,34,4
"P2098","P2098H02",20,57,0.2,1.5,7.2,6.2,6.4,14.6,1.7,5.4,NA,62,28,10
"P2130","P2130H04",105,124,28,0.3,8.5,7.4,NA,NA,NA,NA,NA,62,35,4
"P2188","P2188H03",47,77,0.4,0.5,6.2,5.2,NA,NA,1.9,3,NA,62,16,23
"P2277","P2277H01",0,29,0.1,3.6,6.3,5.1,1.4,13.6,1.4,4.4,NA,62,25,13
"P2285","P2285H02",55,87,4.8,0.8,7.5,6.7,NA,NA,1.5,4.1,NA,62,37,2
"P2287","P2287H03",80,129,11.6,0.7,8.1,7,NA,NA,NA,3.9,NA,62,36,3
"P2352","P2352H02",34,62,4,1.3,8.1,7.1,4,10.4,1.7,4.4,NA,62,33,5
"P2370","P2370H03",76,101,4.4,0.9,7.1,6.5,NA,NA,NA,4.3,NA,62,30,8
"P2424","P2424H02",35,58,0.2,0.7,7.1,6.3,6.6,4.6,1.5,0.9,NA,62,28,11
"P2448","P2448H02",48,75,0.1,0.9,6.6,5.6,NA,NA,1.3,1.7,NA,62,27,11
"P2624","P2624H01",0,31,28.2,5.5,8.1,7,1.8,30.5,NA,NA,19,62,23,15
"P2741","P2741H02",10,43,0,2,6.5,4.4,1.7,6.3,NA,4.1,36,62,12,26
"P3062","P3062H01",0,25,0,3,6.1,5.4,1,10.5,NA,2.5,20,62,23,15
"P3121","P3121H01",0,25,1.7,1.9,7.4,7.2,5.9,9.3,NA,NA,0,62,23,14
"P3219","P3219H02",25,57,0,2.6,6,4.9,17.3,35.1,NA,1.9,26,62,30,8
"P3235","P3235H03",74,100,0,1.7,6.3,5.4,1.5,42.1,NA,5,43,62,18,20
"P3240","P3240H01",2,21,0,5.6,5,3.9,7.5,18,NA,NA,16,62,34,4
"P3359","P3359H01",0,20,0,1.8,7.2,6,11.2,41.2,NA,3,27,62,27,11
"P3383","P3383H02",36,70,0.1,1.9,6.2,5.5,20,12.2,1.8,4.1,NA,62,14,25
"P3418","P3418H03",40,68,NA,1.6,6.2,5.1,NA,NA,1.6,2.9,5,62,18,20
"P3529","P3529H01",0,38,0.1,2.5,6.8,6,6.2,10.4,1.4,2.1,NA,62,31,7
"P3529","P3529H02",38,59,0.1,0.4,7,6.1,NA,NA,1.7,2.1,NA,62,23,16
"P3563","P3563H02",47,86,0.2,0.4,6.3,5.3,NA,NA,1.8,2.8,NA,62,17,22
"P3600","P3600H01",0,38,NA,3.8,5.9,5,8.9,16.8,1.2,2.3,NA,62,22,16
"P3762","P3762H03",90,110,0,2.6,7.4,6.1,NA,NA,NA,4,NA,62,26,12
"P3929","P3929H02",26,47,NA,2.1,6.5,5.1,NA,NA,1.6,3,3,62,24,14
"P4044","P4044H02",17,70,0,1.9,6.2,4.5,1,7.8,NA,NA,1,62,21,17
"P4105","P4105H03",70,100,0,0.7,7.7,6.7,19.2,1.6,NA,2.6,1,62,14,25
"P4543","P4543H02",25,55,0,8.6,5.1,4.1,1.4,4,NA,NA,0,62,26,12
"P4549","P4549H02",25,65,0,8.2,5.2,4.2,1.9,16.7,NA,NA,0,62,20,18
"P4859","P4859H02",18,34,NA,5.1,5.6,4.3,1.5,12.4,NA,NA,39,62,35,3
"P4864","P4864H02",21,47,0,2,5.8,4.7,7.6,24.7,NA,2.7,32,62,26,13
"P4869","P4869H03",39,55,0,1.3,6.9,5.7,1,17.9,NA,2.9,4,62,24,15
"P5123","P5123H03",67,100,13.8,1.3,8.2,7.2,1,11.6,NA,NA,0,62,22,16
"P5125","P5125H03",60,98,13.8,1.3,8.2,7.2,1,11.6,NA,NA,0,62,22,16
"P5283","P5283H01",0,35,17.6,1.9,8.1,7.8,1.4,18.8,NA,2,1,62,19,19
"P5439","P5439H01",0,20,0,6.8,5.5,4.3,1,12.3,NA,3.7,1,62,31,7
"P5510","P5510H02",30,110,0,1,5.2,4.5,1,6.6,NA,3.5,2,62,15,23
"P5545","P5545H01",2,21,0,5.6,5,3.9,7.5,18,NA,NA,16,62,34,4
"P5546","P5546H03",72,105,0,0.8,5.2,4,50,11.2,NA,NA,4,62,36,2
"P5609","P5609H02",30,70,4.6,1.4,7.8,6.9,5.1,9.7,NA,1.6,0,62,23,15
"P5806","P5806H04",95,110,0,0.6,4.9,3.4,NA,NA,NA,NA,32,62,12,27
"P5812","P5812H02",20,40,0.3,1.6,7.8,7.1,3,NA,NA,NA,0,62,28,11
"P5907","P5907H01",0,14,0,16.71,5.3,4.4,17.1,43.5,NA,NA,NA,62,23,16
"P5929","P5929H03",48,82,0,2,6.4,4.7,1,9.5,NA,0.8,31,62,22,16
"P5933","P5933H01",0,20,0,6.9,5.2,4,2.2,15.2,NA,1.7,31,62,25,13
"P5933","P5933H02",20,45,0,2.2,5.5,3.6,2.8,6,NA,1.4,32,62,20,18
"P5987","P5987H02",30,60,0,1.2,7.1,6.3,1.8,35.1,NA,5.1,1,62,17,21
"P6234","P6234H01",7,28,0,6.8,4.5,3.9,NA,NA,NA,2.7,29,62,23,15
"P6318","P6318H02",15,49,0,1.5,5.3,3.7,NA,NA,NA,1.2,38,62,28,11
"P6378","P6378H03",40,68,0,1,7,6,NA,NA,NA,1.5,0,62,31,7
"P6423","P6423H01",0,25,0,2.3,5.7,4.3,NA,NA,NA,3,13,62,11,27
"P6465","P6465H02",22,53,NA,2.4,5.2,4.2,NA,NA,NA,2.6,23,62,35,3
"P6495","P6495H03",70,90,0,0.6,7.1,5.6,NA,NA,NA,2.3,2,62,17,22
"P0038","P0038H01",0,27,0,4,6.1,5.8,8.6,25.5,NA,1.2,10,63,29,8
"P0075","P0075H02",12,28,47.4,4.4,8.2,7.4,1,7.7,NA,1.9,44,63,29,8
"P0105","P0105H01",0,12,0,3.4,7.7,6.3,1,8.6,NA,2.7,15,63,26,10
"P0105","P0105H02",12,37,7.7,3.1,7.9,6.8,1,8.2,NA,2.8,25,63,28,9
"P0124","P0124H02",18,30,35,2.7,8.1,7.2,1,17.2,NA,3.5,12,63,27,10
"P0345","P0345H02",16,35,2,2.8,7.5,6.5,22.8,22.7,NA,1,29,63,15,22
"P0492","P0492H02",30,40,0,2.6,4.6,3.5,1,20.6,NA,3,28,63,30,8
"P0541","P0541H03",80,95,0,1.5,7,6,2.4,4.4,NA,1,30,63,28,10
"P0630","P0630H02",11,28,0,6.6,4.4,3.4,58.9,3.6,NA,3.2,30,63,28,9
"P0632","P0632H03",23,33,0,3.4,4.5,3.4,8.9,1,NA,3,31,63,28,9
"P0795","P0795H01",0,32,16.6,2.3,8.4,7.2,29,31.4,NA,NA,26,63,16,21
"P0804","P0804H02",32,75,2.3,0.8,7.9,6.7,15.5,10.3,NA,NA,7,63,15,22
"P1142","P1142H01",0,23,10.9,2.8,8,7,1,22.2,NA,NA,25,63,28,9
"P1148","P1148H01",0,12,21.5,2.2,7.9,7.2,1,18.9,NA,NA,12,63,24,13
"P1285","P1285H03",54,120,25.6,0.9,7.9,7.1,0.4,8.7,1.5,3,NA,63,25,12
"P1495","P1495H01",0,20,0,1.1,6.3,5.5,NA,NA,NA,1.7,1,63,25,11
"P1616","P1616H02",17,40,0,1.1,7.3,5.5,7.4,10,NA,3,1,63,27,10
"P1619","P1619H02",15,50,0,1.7,5.3,4.2,1,5.1,NA,1.3,24,63,27,10
"P1627","P1627H01",0,20,0,2.4,6.2,5,1,12.6,1.6,NA,0,63,26,11
"P1661","P1661H04",52,80,NA,1.5,6,4,2.2,11.9,1.4,5.9,36,63,22,15
"P1743","P1743H01",2,34,0,14.6,6.7,4.6,1,13.6,NA,4.6,14,63,26,12
