pid,hid,hor_no,top,bottom,hor_code,hor_mk,mak,caco3,humus,total_N,ph_h2o,ph_kcl,ap,ak,Y1,sum_bases,cec,base_sat,bd,Real_density,h_water,porosity,wp,fc,ret_cap,air_cap,coarse_frag,clay,silt,Fine_sand,Coarse_sand,total,sand
P0132,P0132H02,2,20,60,H01-44,A/Go,Mesovit humusno-akumulativeni sekundarno oksidiran gleen horizont,0,0.89,NA,5.8,4.8,2.3,14.9,NA,21.8,29.92,72.86096256684492,NA,NA,6.88,NA,NA,NA,NA,NA,1.96,30,11,21.349999999999994,37.65,100,58.99999999999999
P0142,P0142H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.23,NA,7.1,6,0.3,12,NA,33.2,35.800000000000004,92.73743016759776,NA,NA,6.82,NA,NA,NA,NA,NA,1.47,43.7,23.6,23.429999999999993,9.27,100,32.69999999999999
P0142,P0142H02,2,60,80,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,1.9,NA,7.3,6.55,NA,NA,NA,37.4,38.37,97.47198332030233,NA,NA,8.39,NA,NA,NA,NA,NA,1.61,51.4,18.8,19.039999999999992,10.76,100,29.79999999999999
P0143,P0143H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.72,NA,6.1,5.3,0.7,13.7,NA,23.6,31.72,74.40100882723834,NA,NA,5.36,NA,NA,NA,NA,NA,1.4,44.6,17.9,28.49000000000001,9.01,100,37.50000000000001
P0143,P0143H02,2,60,80,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,2.08,NA,6.3,5.5,0.4,NA,NA,31,35.45,87.44710860366713,NA,NA,7.64,NA,NA,NA,NA,NA,1.56,54.6,13.7,22,9.7,100,31.7
P0148,P0148H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,4.24,NA,6.2,5.65,1.3,17.9,NA,27.6,33.77,81.72934557299378,NA,NA,5.94,NA,NA,NA,NA,NA,1.33,37.6,27.9,26.27000000000001,8.23,100.00000000000001,34.500000000000014
P0148,P0148H02,2,20,50,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.67,NA,6,5,1,12.9,NA,31.6,39.230000000000004,80.55059903135356,NA,NA,8.35,NA,NA,NA,NA,NA,1.1,53.8,17.6,20.33,8.27,100,28.599999999999998
P0153,P0153H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.74,NA,6,5.2,8.3,20,NA,17,23.82,71.36859781696053,NA,NA,4.56,NA,NA,NA,NA,NA,7.24,28.4,17.1,42.99,11.51,100,54.5
P0153,P0153H02,2,20,40,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,2.73,NA,6.15,5.15,6.7,14.4,NA,20.6,25.8,79.84496124031008,NA,NA,6.03,NA,NA,NA,NA,NA,14.31,38.7,29.13,27.72999999999999,4.44,99.99999999999999,32.16999999999999
P0153,P0153H03,3,40,70,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.36,NA,6.75,5.55,NA,NA,NA,29,32.25,89.92248062015504,NA,NA,8.61,NA,NA,NA,NA,NA,3.92,47.8,19.4,24.80000000000001,8,100,32.80000000000001
P0164,P0164H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.18,NA,6.4,5.7,4.7,20,NA,24,29.85,80.40201005025125,NA,NA,6.27,NA,NA,NA,NA,NA,2.18,43.7,21.2,17.599999999999994,17.5,100,35.099999999999994
P0164,P0164H02,2,20,50,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.65,NA,6.6,5.65,1.3,13.7,NA,32,36.55,87.55129958960329,NA,NA,9.17,NA,NA,NA,NA,NA,2.44,58.2,13,18.289999999999992,10.51,100,28.79999999999999
P0164,P0164H03,3,90,110,H01-21,C,Rastresit maticen supstrat,9.49,NA,NA,NA,7.3,NA,NA,NA,NA,0,NA,NA,NA,7.45,NA,NA,NA,NA,NA,1.82,29.7,38.6,25.099999999999994,6.6,100,31.699999999999996
P0165,P0165H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.27,NA,7,6.2,2.8,20,NA,33.2,36.77,90.29099809627414,NA,NA,7.67,NA,NA,NA,NA,NA,1.25,44.6,21.7,22.58,11.12,100,33.699999999999996
P0165,P0165H02,2,20,50,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.64,NA,7.25,6.16,2,16,NA,34.2,36.150000000000006,94.6058091286307,NA,NA,8.52,NA,NA,NA,NA,NA,1.12,51,19.3,22.239999999999995,7.46,100,29.699999999999996
P0165,P0165H03,3,50,80,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.4,NA,7.5,6.35,NA,NA,NA,35.2,36.82,95.60021727322108,NA,NA,8.09,NA,NA,NA,NA,NA,1.32,48.8,21.4,20.070000000000007,9.73,100,29.800000000000008
P0165,P0165H04,4,80,120,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,11.81,1.53,NA,NA,7.3,NA,NA,NA,NA,0,NA,NA,NA,7.19,NA,NA,NA,NA,NA,1.33,27,39.8,25.650000000000006,7.55,100,33.2
P0168,P0168H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.81,NA,5.95,5.7,1.1,14.1,NA,20.4,26.57,76.77832141512984,NA,NA,4.93,NA,NA,NA,NA,NA,6.54,23.6,22.6,42.48,11.32,100,53.8
P0168,P0168H02,2,20,70,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.2,NA,5.8,5.6,0.4,13.3,NA,28.4,34.25,82.91970802919708,NA,NA,6.81,NA,NA,NA,NA,NA,3.79,59.9,12.7,22.159999999999997,5.24,100,27.4
P0168,P0168H03,3,70,90,H01-41,(B)vC,Preoden horizont od kambicen horizont kon rastresit maticen supstrat,0,1.17,NA,6.3,6.15,NA,12.9,NA,32.4,35.32,91.73272933182332,NA,NA,8.24,NA,NA,NA,NA,NA,2.93,52.6,19.8,23.180000000000007,4.42,100,27.60000000000001
P0175,P0175H01,1,0,20,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,0,3.23,NA,7.6,6.95,NA,NA,NA,28.02,29.669999999999998,94.43882709807887,NA,NA,4.19,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,0,NA
P0175,P0175H02,2,20,40,H01-44,A/Go,Mesovit humusno-akumulativeni sekundarno oksidiran gleen horizont,0,2.9,NA,7.5,6.75,NA,NA,NA,NA,0,NA,NA,NA,5.11,NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA,0,NA
P0175,P0175H03,3,80,100,H01-45,IIC,Geoloski sloj,0,1.71,NA,7.45,6.6,NA,NA,NA,NA,0,NA,NA,NA,5.06,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,0,NA
P0179,P0179H01,1,0,30,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.25,NA,6.7,5.8,1.2,16.1,NA,28.8,29.77,96.74168626133692,NA,NA,5.15,NA,NA,NA,NA,NA,1.5,42,19,21.450000000000003,17.55,100,39
P0179,P0179H02,2,30,70,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.31,NA,6.55,5.9,0.8,14.1,NA,NA,3.25,0,NA,NA,8.14,NA,NA,NA,NA,NA,1.36,52.6,16.2,21.92,9.28,100,31.200000000000003
P0179,P0179H03,3,70,85,H01-41,(B)vC,Preoden horizont od kambicen horizont kon rastresit maticen supstrat,0,1.16,NA,6.9,6.5,NA,NA,NA,29,30.3,95.7095709570957,NA,NA,8.15,NA,NA,NA,NA,NA,0.3,53.2,15.8,20.799999999999997,10.2,100,30.999999999999996
P0179,P0179H04,4,85,120,H01-21,C,Rastresit maticen supstrat,6.26,0.78,NA,8.35,7.3,NA,NA,NA,NA,0,NA,NA,NA,6.67,NA,NA,NA,NA,NA,0.87,25.6,35.2,21.299999999999997,17.9,100,39.199999999999996
P0197,P0197H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.93,NA,6.5,5.8,1,15.9,NA,35.2,40.230000000000004,87.49689286602037,NA,NA,7.24,NA,NA,NA,NA,NA,1.89,43.2,21.8,23.419999999999987,11.58,99.99999999999999,34.999999999999986
P0197,P0197H02,2,20,50,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.54,NA,6.5,5.6,0.8,12.1,NA,37.2,41.260000000000005,90.15996122152205,NA,NA,7.76,NA,NA,NA,NA,NA,2.11,43.7,20.6,22.61,13.09,100,35.7
P0231,P0231H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.05,NA,7.25,6.55,2.3,14.1,NA,35.1,37.370000000000005,93.92560877709391,NA,NA,5.9,NA,NA,NA,NA,NA,3.17,29.2,23.8,24.549999999999997,22.45,100,47
P0231,P0231H02,2,20,50,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,1.54,NA,7.3,6.45,2.5,13.3,NA,30.2,31.98,94.43402126328955,NA,NA,6.19,NA,NA,NA,NA,NA,2.61,31.2,28.8,21.47,18.53,100,40
P0246,P0246H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.95,NA,7.25,6.4,2.6,14.2,NA,30.6,33.85,90.39881831610045,NA,NA,6.8,NA,NA,NA,NA,NA,0.89,32,26,10.829999999999998,31.17,100,42
P0246,P0246H02,2,20,40,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.47,NA,6.85,6,2,12.2,NA,31.4,35.129999999999995,89.38229433532594,NA,NA,7.87,NA,NA,NA,NA,NA,2.71,41.2,24,19.549999999999997,15.25,100,34.8
P0249,P0249H01,1,0,40,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,1.68,NA,6.9,6.6,2.5,15.6,NA,31.1,32.88,94.58637469586374,NA,NA,6.05,NA,NA,NA,NA,NA,2.02,34,27.4,29.349999999999994,9.25,100,38.599999999999994
P0249,P0249H02,2,100,120,H01-21,C,Rastresit maticen supstrat,29,0.74,NA,8,7.5,NA,10.1,NA,NA,0,NA,NA,NA,6.48,NA,NA,NA,NA,NA,1.17,32.4,40.8,22,4.8,100,26.8
P0255,P0255H01,1,0,30,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,1.45,3.99,NA,8.01,6.95,6.6,20,NA,NA,0,NA,NA,NA,8.46,NA,NA,NA,NA,NA,2.29,28.5,29.1,29.28,13.12,100,42.4
P0255,P0255H02,2,30,50,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,17.13,1.85,NA,NA,7.3,2,12.5,NA,NA,0,NA,NA,NA,6.77,NA,NA,NA,NA,NA,3.28,27.4,34.4,26.5,11.7,100,38.2
P0260,P0260H01,1,0,50,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,10.15,3.93,NA,8.11,7.2,2,15.3,NA,NA,0,NA,NA,NA,9.27,NA,NA,NA,NA,NA,3.2,33.7,26.3,27.400000000000006,12.6,100.00000000000001,40.00000000000001
P0260,P0260H02,2,50,70,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,25.49,1.73,NA,NA,7.4,NA,11.2,NA,NA,0,NA,NA,NA,7.31,NA,NA,NA,NA,NA,2.25,32.5,29,26.710000000000008,11.79,100,38.50000000000001
P0280,P0280H01,1,0,20,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,15.02,1.86,NA,NA,7.25,2,14.6,NA,NA,0,NA,NA,NA,5.83,NA,NA,NA,NA,NA,1.78,21,32.7,30.159999999999997,16.14,100,46.3
P0280,P0280H02,2,20,40,H01-21,C,Rastresit maticen supstrat,23.16,1.61,NA,NA,7.4,2,11.7,NA,NA,0,NA,NA,NA,5.87,NA,NA,NA,NA,NA,1.65,23.7,30.9,29.730000000000004,15.67,100.00000000000001,45.400000000000006
P0283,P0283H01,1,0,20,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,2.65,2.26,NA,8.11,7.2,21.45,20,NA,NA,0,NA,NA,NA,5.43,NA,NA,NA,NA,NA,1.49,22.3,28.8,34.33,14.57,100,48.9
P0293,P0293H01,1,0,20,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,11.89,2.44,NA,8,7.2,2,14.4,NA,NA,0,NA,NA,NA,4.89,NA,NA,NA,NA,NA,1.49,25,34.7,24.44999999999999,15.85,100,40.29999999999999
P0295,P0295H01,1,0,20,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,14.76,2.57,NA,7.8,7.3,2,16.7,NA,NA,0,NA,NA,NA,4.27,NA,NA,NA,NA,NA,1.32,23.8,36.3,23.5,16.4,99.99999999999999,39.9
P0299,P0299H01,1,0,40,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,2.5,2.16,NA,NA,7.3,11.42,16.5,NA,NA,0,NA,NA,NA,5.61,NA,NA,NA,NA,NA,1.49,45.9,8.8,34.43000000000001,10.87,100,45.300000000000004
P0299,P0299H02,2,40,60,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,12.74,1.23,NA,NA,7.35,NA,11.7,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,1.13,25.8,32.9,29.689999999999998,11.61,99.99999999999999,41.3
P0306,P0306H01,1,0,50,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,4.61,NA,7.3,6.35,0.8,13.7,NA,23.4,26.97,86.76307007786428,NA,NA,7.97,NA,NA,NA,NA,NA,2.01,36.9,30.2,20.439999999999998,12.46,100,32.9
P0306,P0306H02,2,50,70,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,7.57,2.46,NA,NA,7.15,NA,14.7,NA,NA,0,NA,NA,NA,7.59,NA,NA,NA,NA,NA,2.01,34.4,33,20.319999999999993,12.28,100,32.599999999999994
P0307,P0307H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.8,NA,6.1,5.4,0.6,18.8,NA,30.4,34.18,88.94090111176126,NA,NA,6.72,NA,NA,NA,NA,NA,2.11,46.1,19.8,18.840000000000003,15.26,100,34.1
P0307,P0307H02,2,20,75,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.03,NA,6.8,5.8,0.8,15.9,NA,32,34.43,92.94220156839965,NA,NA,7.43,NA,NA,NA,NA,NA,2.08,45.3,17.9,20.189999999999998,16.61,100,36.8
P0307,P0307H03,3,75,98,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,1.23,NA,7.1,6,NA,NA,NA,32.6,34.38,94.82257126236183,NA,NA,7.99,NA,NA,NA,NA,NA,1.86,41.6,24.8,23.03,10.57,100,33.6
P0313,P0313H01,1,0,40,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,4.48,NA,6.7,6,1.9,16.6,NA,28.8,33.35,86.3568215892054,NA,NA,6.64,NA,NA,NA,NA,NA,2.26,28.1,37.1,21.810000000000002,12.99,100,34.800000000000004
P0313,P0313H02,2,40,60,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,0,1.21,NA,7.05,6.1,2.5,10,NA,32,33.95,94.2562592047128,NA,NA,8.24,NA,NA,NA,NA,NA,2,42.93,25.1,21.22,10.75,100,31.97
P0314,P0314H01,1,0,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,4.07,NA,6.3,5.45,2.5,21.6,NA,21.6,27.770000000000003,77.78177889809146,NA,NA,5.25,NA,NA,NA,NA,NA,3.24,30.9,28.5,27.620000000000005,12.98,100,40.60000000000001
P0314,P0314H02,2,20,60,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.72,NA,7.3,6.1,1.3,12.8,NA,29.6,31.87,92.87731408848447,NA,NA,8.2,NA,NA,NA,NA,NA,2.15,34.5,33.1,23.069999999999993,9.33,100,32.39999999999999
P0314,P0314H03,3,60,80,H01-21,C,Rastresit maticen supstrat,17.71,0.86,NA,8,7.1,NA,NA,NA,NA,0,NA,NA,NA,5.02,NA,NA,NA,NA,NA,3.8,13.7,45.7,27.730000000000004,12.87,100.00000000000001,40.6
P0319,P0319H01,1,0,40,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,4.4,NA,6.6,5.4,2,15.1,NA,33,38.85,84.94208494208493,NA,NA,7.3,NA,NA,NA,NA,NA,2.48,10.8,56.2,18.099999999999994,14.9,99.99999999999999,32.99999999999999
P0319,P0319H02,2,40,58,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.05,NA,6.75,5.7,1.3,12.4,NA,35.8,39.05,91.67733674775928,NA,NA,8.7,NA,NA,NA,NA,NA,2.49,47.3,18.8,22.36,11.54,100,33.9
P0319,P0319H03,3,58,72,H01-43,AC,Preoden horizont od tipicen humusno-akumulativen kon rastresit maticen supstrat,16.24,2.44,NA,7.8,7.15,NA,NA,NA,NA,0,NA,NA,NA,7.11,NA,NA,NA,NA,NA,2.83,41,17.8,25.569999999999993,15.63,100,41.199999999999996
P0451,P0451H01,1,0,15,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,0,0.6065909090909102,0.036395454545454606,6.15,5.2,14.9,11.21,NA,NA,0,NA,NA,NA,0.32,NA,NA,NA,NA,NA,23.1,4.4,5.9,35.849999999999994,53.85,100,89.69999999999999
P0452,P0452H01,1,2,15,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.619722222222223,0.2171833333333334,4.9,4,8.82,27.23,NA,NA,0,NA,NA,NA,2.38,NA,NA,NA,NA,NA,36.1,21.6,35.7,21.340000000000003,21.36,100,42.7
P0452,P0452H02,2,15,45,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.5238235294117648,0.0914294117647059,5.61,5,8.43,28.84,NA,NA,0,NA,NA,NA,1.4,NA,NA,NA,NA,NA,21.3,20.8,40.8,17.840000000000003,20.56,100,38.400000000000006
P0452,P0452H03,3,45,65,H01-41,(B)vC,Preoden horizont od kambicen horizont kon rastresit maticen supstrat,0,0.9513135593220343,0.05707881355932206,6.02,5.2,9.02,46.06,NA,NA,0,NA,NA,NA,0.85,NA,NA,NA,NA,NA,26.3,34.2,34.4,13.989999999999995,17.41,100,31.399999999999995
P0453,P0453H01,1,0,14,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,0,0.6440469613259657,0.03864281767955794,5.39,4.5,4.51,16.02,NA,NA,0,NA,NA,NA,0.72,NA,NA,NA,NA,NA,35.9,5.4,18.8,33.769999999999996,42.03,100,75.8
P0454,P0454H01,1,0,32,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,0,2.1455061349693243,0.12873036809815946,4.97,4.12,5.1,18.82,NA,NA,0,NA,NA,NA,1.12,NA,NA,NA,NA,NA,51.9,12.8,32.5,26.659999999999997,28.04,99.99999999999999,54.699999999999996
P0455,P0455H01,1,1,16,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,32.4,4.8,28.5,46.61,20.09,100,66.7
P0455,P0455H02,2,16,55,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.57,NA,NA,NA,NA,NA,46.9,12.3,32.5,28.72,26.48,100,55.2
P0456,P0456H01,1,2,25,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,9.11902466367713,0.5471414798206279,5.25,4.47,5.49,35.24,NA,NA,0,NA,NA,NA,3.21,NA,NA,NA,NA,NA,36,15.7,36.2,26.97,21.13,100,48.099999999999994
P0456,P0456H02,2,25,64,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.7398880597014925,0.10439328358208956,5.11,4.49,4.9,13.22,NA,NA,0,NA,NA,NA,1.87,NA,NA,NA,NA,NA,47.4,14.4,37.2,25.049999999999997,23.35,100,48.4
P0457,P0457H01,1,0,25,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,0,1.3554941860465122,0.08132965116279074,4.64,4.08,4.51,11.21,NA,NA,0,NA,NA,NA,1.42,NA,NA,NA,NA,NA,55.6,14.3,19.7,26.03,39.97,100,66
P0458,P0458H01,1,2,29,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.39,NA,NA,NA,NA,NA,55.6,8.5,34.6,24,32.9,100,56.9
P0458,P0458H02,2,29,80,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.25,NA,NA,NA,NA,NA,37.4,13.2,41.1,22.309999999999988,23.39,99.99999999999999,45.69999999999999
P0458,P0458H03,3,80,110,H01-41,(B)vC,Preoden horizont od kambicen horizont kon rastresit maticen supstrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.8,NA,NA,NA,NA,NA,36.4,13.1,37,25.75,24.15,100,49.9
P0459,P0459H01,1,2,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,3.291559405940594,0.1974935643564356,5.23,4.54,4.9,36.85,NA,NA,0,NA,NA,NA,1.64,NA,NA,NA,NA,NA,39.4,15,44.5,19.939999999999998,20.56,100,40.5
P0459,P0459H02,2,20,51,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,1.2727890173410399,0.07636734104046239,5.24,4.5,4.9,38.45,NA,NA,0,NA,NA,NA,1.02,NA,NA,NA,NA,NA,42.1,15.9,45.1,17.329999999999984,21.67,100,38.999999999999986
P0459,P0459H03,3,51,89,H01-41,(B)vC,Preoden horizont od kambicen horizont kon rastresit maticen supstrat,0,0.5322945205479452,0.03193767123287671,5.28,4.5,4.51,25.23,NA,NA,0,NA,NA,NA,1.08,NA,NA,NA,NA,NA,42.1,14.7,29.2,25.159999999999997,30.94,100,56.099999999999994
P0460,P0460H01,1,1,25,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,0,2.0534451219512206,0.12320670731707324,4.75,4.01,7.06,13.62,NA,NA,0,NA,NA,NA,1.05,NA,NA,NA,NA,NA,41.3,12.5,35.5,27.97,24.03,100,52
P0461,P0461H01,1,1,23,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.772579872204472,0.16635479233226833,5.1,4.57,5.49,24.43,NA,NA,0,NA,NA,NA,1.7,NA,NA,NA,NA,NA,41,14.1,33.6,30.85000000000001,21.45,100,52.30000000000001
P0461,P0461H02,2,23,63,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,0.17270000000000002,0.010362,5,4.38,4.71,15.22,NA,NA,0,NA,NA,NA,1.21,NA,NA,NA,NA,NA,48,19.7,37.9,27.42,14.98,100.00000000000001,42.400000000000006
P0462,P0462H01,1,2,20,H01-06,A,Tipicen humusno-akumulativen povrsinski mineralen horizont,0,2.7225000000000015,0.16335000000000008,5.15,4.26,5.1,28.44,NA,NA,0,NA,NA,NA,2.01,NA,NA,NA,NA,NA,34,17.7,41.1,25,16.2,100.00000000000001,41.2
P0462,P0462H02,2,20,55,H01-19,(B)v,"Horizont nastanat so hidroliticko raspagjanje na primarnite minerali ""in situ""",0,0.4588079019073559,0.027528474114441353,5.33,4.31,4.51,24.43,NA,NA,0,NA,NA,NA,1.31,NA,NA,NA,NA,NA,10,29,37.5,19.92,13.58,100,33.5
P0463,P0463H01,1,0,32,H01-38,(A),Inicijalen slabo razvien humusno-akumulativen  horizont,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.25,NA,NA,NA,NA,NA,49.3,10.1,40.5,27.120000000000005,22.28,100,49.400000000000006
P0463,P0463H02,2,32,63,H01-21,C,Rastresit maticen supstrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.38,NA,NA,NA,NA,NA,35.8,11.3,44.4,26.42,17.88,99.99999999999999,44.3
P0464,P0464H01,1,0,30,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.21,NA,NA,NA,NA,NA,0.6,10,40.4,44.31,5.29,100,49.6
P0464,P0464H02,2,30,66,H01-44,A/Go,Mesovit humusno-akumulativeni sekundarno oksidiran gleen horizont,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1.14,NA,NA,NA,NA,NA,14.8,9.6,52.7,33.59,4.11,100,37.7
P0464,P0464H03,3,66,98,H01-45,IIC,Geoloski sloj,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.28,NA,NA,NA,NA,NA,43.4,8.6,29.1,44.24999999999999,18.05,100,62.3
P0465,P0465H01,1,0,39,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,0,1.2989613180515762,0.07793767908309457,6.52,5.54,5.49,14.42,NA,NA,0,NA,NA,NA,1.51,NA,NA,NA,NA,NA,3.8,10,24.9,57.17,7.93,100,65.1
P0465,P0465H02,2,39,69,H01-44,A/Go,Mesovit humusno-akumulativeni sekundarno oksidiran gleen horizont,0,0.9406843575419002,0.05644106145251401,6.29,5.3,6.47,12.82,NA,NA,0,NA,NA,NA,1.02,NA,NA,NA,NA,NA,16.8,16,29.4,38.120000000000005,16.48,100,54.60000000000001
P0465,P0465H03,3,69,109,H01-45,IIC,Geoloski sloj,0,0.6370081967213105,0.038220491803278626,6.02,5.24,7.06,10.81,NA,NA,0,NA,NA,NA,0.41,NA,NA,NA,NA,NA,5.2,21.5,50.7,22.099999999999994,5.7,100,27.799999999999994
P0466,P0466H01,1,0,34,H01-39,(A)p,Inicijalen slabo razvien humusno-akumulativen  horizont izmenet so obrabotka na pocvata,0,1.3811023054755025,0.08286613832853014,5.45,4.8,12.55,20.03,NA,NA,0,NA,NA,NA,1.21,NA,NA,NA,NA,NA,11.8,12.2,23.3,40.730000000000004,23.77,100,64.5
P0466,P0466H02,2,34,68,H01-44,A/Go,Mesovit humusno-akumulativeni sekundarno oksidiran gleen horizont,0,0.7493181818181823,0.044959090909090935,5.78,4.81,8.04,20.03,NA,NA,0,NA,NA,NA,1.05,NA,NA,NA,NA,NA,20,17.7,27.8,33.629999999999995,20.87,100,54.5
P0466,P0466H03,3,68,110,H01-45,IIC,Geoloski sloj,0,0.5265243902439025,0.031591463414634154,5.95,4.8,7.45,17.22,NA,NA,0,NA,NA,NA,0.74,NA,NA,NA,NA,NA,46.3,16,8.8,50.34,24.86,100,75.2
