ProfID,soiltype,X,Y
P2655,Complex of Humic Calcaric Regosol and Regosol,21.85594523,41.38028565
P2666,Complex of Humic Calcaric Regosol and Regosol,21.84526902,41.42736029
P2669,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",21.84290949,41.44288368
P2699,Cambisol,22.40096375,41.47347659
P2700,Cambisol,22.42829733,41.47513936
P2704,Cambisol,22.50745609,41.46357589
P2705,Cambisol,22.52441539,41.45936341
P2706,Chromic Luvisol on hard limestones,22.53091136,41.43732443
P2707,Complex of Regosol and Leptosol,22.55700018,41.43497526
P2711,Vertisol,22.54112777,41.41294811
P2712,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",22.51326366,41.41988228
P2714,Cambisol,22.46888629,41.46778477
P2721,Cambisol,22.49270842,41.44217569
P2724,Cambisol,22.42752183,41.42449903
P2725,Cambisol,22.41731977,41.432324
P2728,Complex of Cambisol and Regosol,22.37134935,41.43566363
P2729,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22.37171608,41.41898293
P2730,Complex of Cambisol and Regosol,22.38668424,41.41463438
P2732,Complex of Cambisol and Regosol,22.41519739,41.39354075
P2735,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.34937469,41.38277875
P2738,Complex of Regosol and Leptosol,22.45009638,41.37499806
P2741,Cambisol,22.37560201,41.36104627
P2743,Fluvisol,22.42408345,41.35853848
P2747,Complex of Regosol and Leptosol,22.4505025,41.35937906
P2753,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.36907785,41.3000726
P2756,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.41504308,41.30807108
P2760,Cambisol,22.33592889,41.28067878
P2771,Fluvisol,22.46564577,41.29546162
P2773,Aric Anthrosol,22.51759849,41.26158819
P2774,Fluvisol,22.51375164,41.29291198
P2777,Complex of Regosol and Leptosol,22.54282606,41.2722385
P2778,Complex of Regosol and Leptosol,22.56551191,41.27409329
P2780,Fluvisol,22.56009264,41.29662437
P2782,Complex of Cambisol and Regosol,22.55788585,41.32880958
P2785,Complex of Regosol and Leptosol,22.52949504,41.34788387
P2786,Fluvisol,22.5116057,41.34266352
P2793,Fluvisol,22.66809663,41.50220143
P2796,Fluvisol,22.67712542,41.51000282
P2800,Fluvisol,22.66190204,41.49227841
P2802,Fluvisol,22.63903809,41.48696091
P2820,Fluvisol,22.64184786,41.47019087
P2829,Fluvisol,22.67826131,41.46817052
P2842,Fluvisol,22.72500116,41.46381419
P2843,Fluvisol,22.7290647,41.46267265
P2844,Fluvisol,22.73364759,41.46081181
P2864,Fluvisol,22.79105509,41.43472019
P2871,Fluvisol,22.82228811,41.42375762
P2875,Fluvisol,22.8440223,41.41267816
P2882,Fluvisol,22.87327882,41.39769955
P2912,Fluvisol,22.71472634,41.40274758
P2913,Fluvisol,22.70773328,41.40514772
P2914,Fluvisol,22.70453418,41.40675292
P2922,Fluvisol,22.67536538,41.4184459
P2925,Fluvisol,22.70204114,41.42807608
P2927,Populated Site,22.6488005,41.43794599
P2929,Fluvisol,22.67077059,41.43052453
P2931,Fluvisol,22.69525656,41.43355186
P2947,Fluvisol,22.74601871,41.45390748
P2957,Fluvisol,22.75976367,41.41999498
P2962,Fluvisol,22.78936455,41.42413948
P2964,Fluvisol,22.79612102,41.41970311
P2967,Fluvisol,22.7975823,41.41413365
P2977,Fluvisol,22.68247853,41.42430295
P2979,Fluvisol,22.6708114,41.4339816
P2981,Fluvisol,22.65571713,41.45020057
P2984,Fluvisol,22.63927273,41.45446106
P2987,Fluvisol,22.67154364,41.45738217
P2988,Fluvisol,22.69158277,41.4584038
P2990,Fluvisol,22.62094935,41.45881774
P2991,Fluvisol,22.61153743,41.45092715
P2995,Fluvisol,22.59538917,41.46300199
P2996,Fluvisol,22.59114205,41.46554603
P3000,Fluvisol,22.68284082,41.49063225
P3011,Fluvisol,22.76992639,41.44666278
P3014,Fluvisol,22.77999892,41.40667241
P3056,Fluvisol,22.64915176,41.25157541
P3060,Fluvisol,22.66658779,41.23670981
P3062,Aric Anthrosol,22.67524255,41.23135251
P3064,Gleysol,22.71861677,41.24381481
P3067,Fluvisol,22.74375305,41.25860044
P3069,Gleysol,22.75552068,41.25243355
P3070,Fluvisol,22.7513136,41.25797239
P3073,Fluvisol,22.49806641,41.24031382
P3076,Aric Anthrosol,22.50150798,41.20251214
P3078,Fluvisol,22.48820176,41.21617402
P3080,Fluvisol,22.51558255,41.20430878
P3086,Aric Anthrosol,22.50292358,41.17944143
P3087,Aric Anthrosol,22.51203664,41.17664771
P3094,Fluvisol,22.47215257,41.13324786
P3108,Aric Anthrosol,22.58533606,41.17678751
P3116,Complex of Solonchak and Solonetz,22.55555574,41.16582962
P3121,Fluvisol,22.54442092,41.17626296
P3125,Fluvisol,22.54275523,41.18958533
P3127,Fluvisol,22.56115892,41.14485367
P3148,Complex of Regosol and Leptosol,22.51102177,41.23564215
P3149,Complex of Regosol and Leptosol,22.52872619,41.22498097
P3169,Complex of Regosol and Leptosol,22.40829326,41.16903936
P3178,Complex of Mollic and Umbric Leptosol  and Leptosol,22.08852206,41.23777363
P3179,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.09954774,41.21729974
P3180,Cambisol,22.0880448,41.20898939
P3188,Cambisol,22.09886351,41.18923783
P3189,Rendzic Leptosols,22.1195075,41.18559009
P3191,Complex of Mollic and Umbric Leptosol,22.15128437,41.1691579
P3195,Chromic Luvisol on hard limestones,22.17527311,41.2231343
P3199,Cambisol,22.2535584,41.20618087
P3200,Cambisol,22.26844627,41.20161445
P3202,Cambisol,22.29625843,41.19055289
P3205,NA,22.30766144,41.15553896
P3207,Cambisol,22.30982644,41.17331708
P3210,Cambisol,21.85776439,41.2373827
P3211,Complex of Regosol and Leptosol,21.84580937,41.23262645
P3213,Complex of Mollic and Umbric Leptosol and Regosol,21.83702337,41.16567505
P3214,Complex of Mollic and Umbric Leptosol,21.85017322,41.17627679
P3215,Cambisol,21.92739169,41.21845477
P3216,Cambisol,21.91998532,41.20226014
P3217,Complex of Mollic and Umbric Leptosol,21.84491257,41.14808449
P3218,Complex of Mollic and Umbric Leptosol,21.84716011,41.13295736
P3219,Cambisol,21.86543471,41.14593299
P3220,Cambisol,21.86472322,41.13439375
P3221,Cambisol,21.8986875,41.19592668
P3222,Cambisol,21.889477,41.174287
P3225,Complex of Mollic and Umbric Leptosol,21.87921144,41.15704003
P3226,Cambisol,21.88783636,41.14103481
P3227,Complex of Mollic and Umbric Leptosol,21.90822747,41.13137544
P3229,Cambisol,21.86659562,41.11737795
P3230,Complex of Rendzic Leptosol and Leptosol,21.86174876,41.10550945
P3232,Cambisol,21.93939463,41.13040508
P3235,Cambisol,21.85847402,41.09265647
P3237,Cambisol,21.97650492,41.13593178
P3238,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.94271847,41.16706469
P3240,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.96901858,41.18000279
P3242,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",21.97643985,41.18773847
P3243,Complex of Vertisol and Humic Calcaric Regosol,21.95026941,41.1865616
P3244,Cambisol,21.93727227,41.19212516
P3246,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.01406255,41.20717029
P3247,Fluvisol,22.03259338,41.21557834
P3250,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.03393957,41.24047393
P3253,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.07280999,41.234067
P3254,Cambisol,21.98982645,41.15052339
P3260,Cambisol,22.03701694,41.18607429
P3261,Cambisol,22.03704519,41.19919431
P3262,Cambisol,22.06237755,41.19238075
P3263,Cambisol,22.07743806,41.18899003
P3265,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.63586855,41.2280969
P3266,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.64820721,41.22379573
P3267,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.67174105,41.23211659
P3269,Complex of Mollic and Umbric Leptosol and Regosol,21.67737611,41.20714855
P3270,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.68914907,41.21888435
P3271,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.68797862,41.2062032
P3273,Complex of Regosol and Leptosol,21.71299475,41.20618611
P3276,Complex of Mollic and Umbric Leptosol and Regosol,21.67403676,41.18268326
P3277,Complex of Mollic and Umbric Leptosol and Regosol,21.69428208,41.17533189
P3279,NA,21.73197729,41.17298229
P3280,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.745648,41.18357466
P3281,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.75957108,41.18983227
P3282,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.67120951,41.16611231
P3283,Complex of Regosol and Leptosol,21.62348689,41.15013519
P3284,Complex of Regosol and Leptosol,21.6533669,41.14897001
P3288,Complex of Rendzic Leptosol and Leptosol,21.7455826,41.15152583
P3289,NA,21.77074868,41.16303985
P3290,Complex of Rendzic Leptosol and Leptosol,21.76782788,41.15271245
P3291,Complex of Mollic and Umbric Leptosol and Regosol,21.60417588,41.13209261
P3292,Complex of Regosol and Leptosol,21.62561566,41.14221709
P3293,Complex of Mollic and Umbric Leptosol and Regosol,21.62850023,41.1199405
P3294,Complex of Mollic and Umbric Leptosol and Regosol,21.64932322,41.12672302
P3295,"Complex of Vertisol, Regosol and Leptosol",21.71349214,41.12567708
P3296,"Complex of Vertisol, Regosol and Leptosol",21.70646591,41.11570659
P3297,Complex of Mollic and Umbric Leptosol and Regosol,21.59812682,41.11520334
P3298,Complex of Mollic and Umbric Leptosol and Regosol,21.61192646,41.1112406
P3299,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.63523127,41.10541414
P3301,Complex of Mollic and Umbric Leptosol and Regosol,21.66736754,41.10335038
P3302,Complex of Regosol and Vertisol,21.60884473,41.09728977
P3305,Complex of Regosol and Vertisol,21.6831503,41.09036236
P3306,Complex of Regosol and Leptosol,21.70113628,41.09042541
P3308,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.63765835,41.04120194
P3309,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.62789937,41.03558214
P3310,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.62547364,41.0243206
P3312,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.62156058,40.99512824
P3314,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.59809354,40.97095568
P3315,Fluvisol,21.58723569,40.95105533
P3317,Fluvisol,21.61991918,40.96073624
P3319,Complex of Regosol and Leptosol,21.64613451,40.96043021
P3320,Complex of Regosol and Leptosol,21.67673178,40.99138649
P3322,Complex of Regosol and Leptosol,21.70491849,40.97978069
P3323,Complex of Regosol and Leptosol,21.62540301,40.93507697
P3325,Complex of Mollic and Umbric Leptosol and Regosol,21.62314924,40.91764546
P3328,Complex of Regosol and Leptosol,21.65083087,40.96808545
P3329,Complex of Regosol and Vertisol,21.69685486,41.00846691
P3331,Cambisol,21.71910889,40.96684229
P3332,Cambisol,21.72794128,40.94892003
P3334,Cambisol,21.74426257,40.97127542
P3335,Cambisol,21.76366514,40.96304364
P3336,Cambisol,21.74802213,40.99170238
P3337,Complex of Mollic and Umbric Leptosol,21.77610984,40.98183589
P3338,Complex of Mollic and Umbric Leptosol,21.77178419,40.98896119
P3339,Cambisol,21.74987365,41.00930489
P3340,Cambisol,21.76152465,40.99695417
P3342,Cambisol,21.78793332,40.99377789
P3344,Complex of Regosol and Vertisol,21.74899683,41.03894719
P3348,Complex of Mollic and Umbric Leptosol,21.74243052,41.07271453
P3349,Complex of Regosol and Vertisol,21.77016874,41.07679197
P3350,Complex of Mollic and Umbric Leptosol,21.79553074,41.0671011
P3352,"Complex of Vertisol, Regosol and Leptosol",21.72855369,41.0844109
P3354,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.80185338,41.12424044
P3355,Complex of Rendzic Leptosol and Leptosol,21.78713412,41.13920949
P3358,"Complex of Vertisol, Regosol and Leptosol",21.81165477,41.14938624
P3359,"Complex of Vertisol, Regosol and Leptosol",21.81340555,41.15705527
P3361,NA,21.81422151,41.16907133
P3362,Complex of Mollic and Umbric Leptosol and Regosol,21.82600838,41.17483171
P3363,Chromic Luvisol on hard limestones,21.79168151,41.20529384
P3364,Vertisol,21.80958724,41.20499825
P3368,Complex of Chromic Luvisol on saprolite and Regosol,21.81264527,41.23820526
P3369,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.60805214,41.16104193
P3370,Complex of Mollic and Umbric Leptosol,21.70568732,41.07300845
P3371,Complex of Chromic Luvisol on saprolite and Regosol,21.67091948,41.19258008
P3373,Mollic Fluvisol,21.34697231,41.25930775
P3379,Gleysol,21.36474935,41.24999559
P3380,Mollic Fluvisol,21.35989911,41.24240155
P3381,Mollic Fluvisol,21.3649239,41.24062074
P3383,Mollic Fluvisol,21.38430902,41.24443887
P3387,Mollic Fluvisol,21.38377746,41.24127085
P3396,Mollic Fluvisol,21.39932931,41.23451818
P3398,Fluvisol,21.45752835,41.24092037
P3402,Fluvisol,21.40533845,41.2340109
P3403,Fluvisol,21.41660793,41.22407407
P3404,Fluvisol,21.41076443,41.22039396
P3410,Fluvisol,21.42340544,41.216521
P3418,Planosol,21.44179206,41.20366465
P3425,Fluvisol,21.43872257,41.19039379
P3426,Fluvisol,21.43818582,41.19392585
P3429,Mollic Vertic Gleysol,21.43937131,41.21075195
P3435,Mollic Fluvisol,21.45436096,41.22112171
P3437,Fluvisol,21.45668803,41.22646154
P3445,Complex of Solonchak and Solonetz,21.45377385,41.21727884
P3448,Complex of Solonchak and Solonetz,21.46238456,41.20714084
P3460,Fluvisol,21.4998254,41.1944853
P3463,Fluvisol,21.48458458,41.19545996
P3474,Fluvisol,21.42740846,41.1792429
P3475,Mollic Fluvisol,21.44605905,41.18761903
P3477,Mollic Fluvisol,21.43685355,41.183611
P3498,Gleysol,21.44536657,41.15402335
P3502,Mollic Fluvisol,21.45324292,41.14722971
P3504,Mollic Fluvisol,21.46206594,41.15674018
P3505,Mollic Fluvisol,21.4643936,41.1624041
P3508,Fluvisol,21.48280149,41.16208527
P3514,Albic Luvisol,21.46752355,41.17693482
P3522,Fluvisol,21.45646601,41.18422834
P3523,Fluvisol,21.46416295,41.18881722
P3526,Fluvisol,21.49043024,41.17840646
P3529,Mollic Fluvisol,21.51078899,41.18317175
P3539,Fluvisol,21.50331628,41.15527058
P3546,Fluvisol,21.48671342,41.13517023
P3548,Mollic Fluvisol,21.4946577,41.12242999
P3552,Mollic Fluvisol,21.47556239,41.13320863
P3554,Mollic Fluvisol,21.46498578,41.14503066
P3563,Fluvisol,21.48355156,41.11009489
P3567,Mollic Vertic Gleysol,21.46910233,41.10582309
P3572,Mollic Fluvisol,21.44369142,41.1458981
P3573,Mollic Fluvisol,21.4453682,41.13841728
P3578,Mollic Fluvisol,21.44843344,41.13374968
P3579,Mollic Fluvisol,21.45810284,41.13001048
P3581,Mollic Fluvisol,21.44825441,41.12319622
P3585,Mollic Fluvisol,21.4510806,41.09939323
P3590,Fluvisol,21.4383578,41.13388752
P3592,Mollic Fluvisol,21.4475963,41.10520623
P3600,Fluvisol,21.41394728,41.1444329
P3606,Mollic Fluvisol,21.40476662,41.16059389
P3607,Mollic Fluvisol,21.40562528,41.14718209
P3611,Mollic Fluvisol,21.40067343,41.14589366
P3612,Mollic Fluvisol,21.40560018,41.12570466
P3613,Mollic Fluvisol,21.4109617,41.127982
P3620,Fluvisol,21.41138888,41.09911854
P3621,Fluvisol,21.41572032,41.09694171
P3628,Mollic Fluvisol,21.41899847,41.09952337
P3634,Gleysol,21.42830408,41.080605
P3635,Gleysol,21.43338763,41.07905509
P3641,Gleysol,21.43070982,41.05533602
P3642,Gleysol,21.41981824,41.05063037
P3648,Gleysol,21.43086411,41.03157021
P3650,Gleysol,21.43023162,41.02027078
P3651,Gleysol,21.44253563,41.03055341
P3652,Gleysol,21.45110877,41.03387018
P3654,Gleysol,21.46050151,41.03008679
P3656,Gleysol,21.45789316,41.02092967
P3660,Gleysol,21.44764446,41.01227969
P3661,Gleysol,21.44791481,41.02059965
P3663,Gleysol,21.44138046,40.99824634
P3665,Gleysol,21.4415561,40.98715993
P3672,Chromic Luvisol on saprolite,21.47830973,41.09820278
P3678,Chromic Luvisol on saprolite,21.45848565,41.07376188
P3681,Chromic Luvisol on saprolite,21.47037222,41.06686991
P3687,Fluvisol,21.47890676,41.05582121
P3689,Mollic Fluvisol,21.46170252,41.0504972
P3694,Gleysol,21.44514679,41.00683206
P3697,Gleysol,21.45901816,40.99114419
P3703,Fluvisol,21.46059779,40.9824476
P3704,Fluvisol,21.47139041,40.97109309
P3706,Fluvisol,21.47394524,40.96781361
P3708,Fluvisol,21.46043703,40.96445527
P3712,Mollic Fluvisol,21.45317895,40.97325538
P3720,Mollic Fluvisol,21.42298069,40.99830631
P3721,Mollic Fluvisol,21.41691295,41.02004055
P3725,Fluvisol,21.40705153,41.03864497
P3732,Mollic Fluvisol,21.40448419,41.06805657
P3734,Mollic Fluvisol,21.41871789,41.06282765
P3735,Mollic Fluvisol,21.42447316,41.0623023
P3742,Fluvisol,21.40044975,41.00317769
P3746,Fluvisol,21.40164249,40.99992257
P3749,Fluvisol,21.39843152,40.98189574
P3750,Fluvisol,21.41473764,40.98600777
P3758,Planosol,21.405432,40.95101844
P3759,Planosol,21.400568,40.94807261
P3762,Mollic Fluvisol,21.42103855,40.96767676
P3764,Mollic Fluvisol,21.41984729,40.9559289
P3767,Mollic Fluvisol,21.44753248,40.95704951
P3768,Mollic Fluvisol,21.44220365,40.95421532
P3774,Fluvisol,21.43292574,40.93408711
P3778,Fluvisol,21.40772564,40.92031038
P3779,Fluvisol,21.40843128,40.926936
P3783,Fluvisol,21.42186802,40.94680792
P3787,Fluvisol,21.40723473,40.93510828
P3789,Fluvisol,21.44549309,41.05822457
P3802,Mollic Fluvisol,21.34975871,41.12152917
P3805,Fluvisol,21.38856764,41.12130575
P3810,Fluvisol,21.39662482,41.10861687
P3812,Fluvisol,21.37080769,41.11632133
P3815,Fluvisol,21.29519952,41.12822872
P3818,Fluvisol,21.31490414,41.11945943
P3821,Fluvisol,21.34875409,41.11396777
P3824,Fluvisol,21.36049712,41.10570979
P3825,Fluvisol,21.37681625,41.102983
P3828,Fluvisol,21.39839987,41.10287437
P3830,Fluvisol,21.35575505,41.10063653
P3839,Mollic Vertic Gleysol,21.38894969,41.08111378
P3841,Albic Luvisol,21.37953469,41.07472436
P3843,Fluvisol,21.37012622,41.08190521
P3844,Fluvisol,21.36397982,41.08311349
P3849,Fluvisol,21.38928511,41.06130987
P3850,Planosol,21.37756486,41.05490101
P3852,Mollic Fluvisol,21.37016056,41.06681213
P3854,Fluvisol,21.35672773,41.06256794
P3857,Fluvisol,21.35664348,41.07340165
P3859,Fluvisol,21.34682671,41.07806037
P3864,Mollic Fluvisol,21.35359284,41.09703205
P3869,Fluvisol,21.3221052,41.10901139
P3872,Fluvisol,21.32480965,41.11660427
P3875,Fluvisol,21.3574908,41.04748155
P3879,Fluvisol,21.36731774,41.03918369
P3883,Fluvisol,21.39044335,41.03786493
P3885,Fluvisol,21.393928,41.04382365
P3890,Fluvisol,21.39789774,41.01961246
P3895,Fluvisol,21.37954193,41.01180361
P3911,Fluvisol,21.37469835,40.95005975
P3919,Fluvisol,21.38277757,40.9196034
P3920,Fluvisol,21.38191138,40.91556276
P3929,Fluvisol,21.39875694,40.92540288
P3930,Fluvisol,21.39668671,40.92866104
P3932,Fluvisol,21.38712384,40.95028887
P3942,Fluvisol,21.39311243,40.96867591
P3949,Fluvisol,21.40542863,41.16747154
P3950,Gleysol,21.46770082,41.00047496
P3974,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.52646816,41.11226616
P3975,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.52769683,41.10213861
P3978,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.55004067,41.08191628
P3979,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.56199993,41.06914307
P3980,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.55123235,41.04932929
P3981,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.5478339,41.03255948
P3984,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.56854694,40.99616736
P3985,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.5493004,40.99292866
P3986,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.55731481,40.97783307
P3987,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",21.55783733,40.96227808
P3990,Fluvisol,21.5711094,40.93358457
P3991,Chromic Luvisol on saprolite,21.53765651,40.92312786
P3992,Chromic Luvisol on saprolite,21.54837595,40.9214744
P3993,Complex of Chromic Luvisol on saprolite and Regosol,21.57457501,40.90184077
P3994,Complex of Chromic Luvisol on saprolite and Regosol,21.57317362,40.89074385
P3996,NA,20.80546434,41.08021016
P4001,Vertisol,22.01806122,41.4782327
P4002,Populated Site,22.09011982,41.49122317
P4008,Complex of Humic Calcaric Regosol and Regosol,22.08951112,41.43414
P4013,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",22.17538207,41.44120067
P4014,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",22.17511865,41.42659794
P4016,Regosol,22.10051615,41.39002058
P4025,Regosol,22.12805275,41.33044891
P4027,Complex of Regosol and Vertisol,22.10388463,41.31554625
P4029,Complex of Regosol and Leptosol,22.1015197,41.29070665
P4031,Vertisol,22.1291502,41.29090717
P4032,Vertisol,22.15095375,41.2985344
P4033,Vertisol,22.17249218,41.29041081
P4035,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.10287692,41.26637158
P4038,Vertisol,22.18547043,41.27131377
P4044,Cambisol,22.2553592,41.29905489
P4046,Cambisol,22.27643447,41.31376193
P4052,Cambisol,22.24711562,41.34955287
P4053,Cambisol,22.24590849,41.36082177
P4054,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.26974567,41.36109248
P4055,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.29519957,41.34704969
P4059,Fluvisol,22.23444326,41.38087262
P4060,Vertisol,22.24673443,41.39969479
P4061,Fluvisol,22.2323942,41.39898486
P4062,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",22.21736792,41.40443054
P4063,Complex of Humic Calcaric Regosol and Regosol,22.29107168,41.38788702
P4064,"Complex of Humic Calcaric Regosol, Regosol and Vertisol",22.19784521,41.4074539
P4065,"Complex of Cambisol, Mollic and Umbric Leptosol and Regosol",22.32193423,41.36379143
P4071,"Complex of Mollic and Umbric Leptosol, Regosol and Leptosol",22.27059539,41.42500672
P4072,NA,22.25040505,41.43956319
P4073,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",22.23759412,41.44486133
P4074,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",22.23012779,41.45506251
P4077,Complex of Humic Calcaric Regosol and Regosol,22.23477588,41.47041942
P4078,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Vertisol",22.18841948,41.47298779
P4080,Complex of Humic Calcaric Regosol and Regosol,22.24568741,41.47693806
P4083,Complex of Cambisol and Regosol,22.25548211,41.48627725
P4085,NA,21.83899075,41.72871382
P4086,Chromic Luvisol on saprolite,21.87753606,41.73204561
P4092,Regosol,21.9356237,41.74476043
P4098,Fluvisol,22.01890246,41.72701618
P4099,Regosol,22.04138403,41.73029924
P4102,Complex of Humic Calcaric Regosol and Regosol,22.04871682,41.70150016
P4103,Complex of Humic Calcaric Regosol and Regosol,22.0730349,41.68921901
P4105,Aric Anthrosol,22.06938903,41.53194704
P4108,Aric Anthrosol,22.00957839,41.53724208
P4110,Regosol,21.98849113,41.56905797
P4113,Complex of Humic Calcaric Regosol and Regosol,22.01993546,41.51299163
P4115,Aric Anthrosol,22.06334354,41.51548889
P4116,Complex of Humic Calcaric Regosol and Regosol,21.97059326,41.50998793
P4122,NA,21.90199194,41.52843847
P4126,"Complex of Humic Calcaric Regosol, Regosol and Leptosol",21.86682933,41.53075293
P4130,Complex of Humic Calcaric Regosol and Regosol,21.8963406,41.58342804
P4134,Complex of Humic Calcaric Regosol and Regosol,21.88628012,41.5984534
P4135,Complex of Humic Calcaric Regosol and Regosol,21.88660279,41.61676588
P4138,Regosol,21.97567035,41.60230373
P4139,Fluvisol,21.94513172,41.62232349
P4146,Complex of Chernozem and Humic Calcaric Regosol,21.92301748,41.67040628
P4148,Complex of Regosol and Leptosol,21.96597016,41.67818416
P4154,Regosol,21.85128054,41.66535033
P4156,Complex of Chromic Luvisol on saprolite and Regosol,21.84825304,41.69176435
P4158,Complex of Humic Calcaric Regosol and Regosol,21.84891002,41.63114229
P4173,Complex of Humic Calcaric Regosol and Regosol,22.10991191,41.74500976
P4177,Regosol,22.2259203,41.74183156
P4179,Fluvisol,22.11181455,41.72706412
P4182,Regosol,22.14065618,41.72948265
P4183,Chromic Luvisol on saprolite,22.15082584,41.72615776
P4184,Fluvisol,22.17531469,41.72513551
P4188,Regosol,22.22132186,41.70725069
P4189,Complex of Chromic Luvisol on saprolite and Regosol,22.18362722,41.70981517
P4190,Aric Anthrosol,22.18427291,41.69458247
P4191,Vertisol,22.19717775,41.68304945
P4193,Complex of Mollic and Umbric Leptosol,22.22973675,41.67339532
P4194,NA,22.13341509,41.69431199
P4199,NA,22.15886984,41.65672662
P4204,"Complex of Chromic Luvisol on saprolite, Humic Calcaric Regosol and Regosol",22.2381932,41.60577272
P4205,NA,22.16320916,41.64032205
P4206,Complex of Cambisol and Regosol,22.18282678,41.63463824
P4207,Complex of Humic Calcaric Regosol and Regosol,22.12992361,41.61419946
P4208,Complex of Chromic Luvisol on saprolite and Regosol,22.23391282,41.58197533
P4212,NA,22.18176297,41.557293
P4217,Complex of Humic Calcaric Regosol and Regosol,22.20430134,41.53538556
P4220,Regosol,22.16058649,41.55228616
P4225,Complex of Humic Calcaric Regosol and Regosol,22.09785699,41.62089426
P4229,Complex of Humic Calcaric Regosol and Regosol,22.10683265,41.6573566
P4230,Complex of Humic Calcaric Regosol and Regosol,22.0901667,41.67083319
P4233,Complex of Chromic Luvisol on saprolite and Regosol,22.22682165,41.66218023
P4247,Complex of Cambisol and Regosol,22.37925274,41.72615482
P4254,Cambisol,22.44814511,41.71376395
P4256,Complex of Mollic and Umbric Leptosol,22.49127775,41.7300497
P4263,Regosol,22.49307577,41.6618027
P4300,Complex of Chromic Luvisol on saprolite and Regosol,22.42108787,41.52325796
P4316,Complex of Regosol and Leptosol,22.36164401,41.58763775
P4327,Fluvisol,22.34657243,41.6322602
P4361,Complex of Mollic and Umbric Leptosol,22.70551885,41.69322317
P4380,Cambisol,22.80988575,41.57782541
P4384,Cambisol,22.77501657,41.60590353
P4409,Complex of Chromic Luvisol on saprolite and Regosol,22.57335896,41.59581197
P4414,NA,22.52062972,41.52220072
P4422,Complex of Chromic Luvisol on saprolite and Regosol,22.55759702,41.50891981
P4424,Complex of Humic Calcaric Regosol and Regosol,22.04558265,41.4950134
P4425,Complex of Humic Calcaric Regosol and Regosol,22.04489491,41.47606508
P4427,Aric Anthrosol,22.06074063,41.45876633
P4429,Complex of Humic Calcaric Regosol and Regosol,22.03397356,41.43901983
P4431,Complex of Humic Calcaric Regosol and Regosol,22.00368962,41.41900058
P4433,Complex of Mollic and Umbric Leptosol and Regosol,22.00971115,41.40151484
P4434,Complex of Humic Calcaric Regosol and Regosol,22.03695865,41.40477531
P4435,Regosol,22.0610378,41.39176913
